ID_Estudiante,Universidad,Edad,Sexo,Semestre,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,A1_Interrupcion,A2_Desaprobados,A3_Retirados,A4,L2_Inactividad,Calidad_Percibida,Flag_Inconsistencia,Score_Critico,Score_Tecnico,Score_Participativo,Score_AMI_Global,Riesgo_Total,BC1,BC2,BC3,BC4,BT1,BT2,BT3,BT4,BP1,BP2,BP3,BP4,Sentimiento_Academico,Indice_Coherencia,Etiquetas_Tematicas,Analisis_Cuali,Cluster_Jerarquico,Cluster_KMeans,Cluster_DBSCAN,Cluster_GMM
STU_0135,UNFV,21,Masculino,6to,2,3,2,3,2,2,3,2,3,2,1,2,2,1,1,2,1,2,2,1,2,2,1,3,3,2,3,3,3,3,Sí,En dos o más cursos,"Sí, en más de una ocasión",1,Frecuentemente,4,False,2.4,1.5,2.5,2.1333333333333333,1,La verdad me guío por lo primero que sale en Google o si la página se ve profesional. A veces uso Wikipedia porque es más fácil de entender que los PDFs largos que mandan los profes.,Me cuesta un montón saber si una fuente es de confianza o no. A veces pierdo mucho tiempo buscando y al final termino usando cualquier cosa porque se me acaba el plazo para entregar la tarea.,"Sí, me frustra no saber buscar bien. Siento que mis notas bajan por eso y me da ganas de dejar el ciclo porque siento que no estoy aprendiendo nada de verdad, solo copio y pego.","Me siento seguro cuando son temas generales que conozco, pero cuando piden fuentes académicas o bases de datos me pierdo. Ahí me entra la inseguridad y prefiero no avanzar para no equivocarme.","Ha sido bien difícil, la verdad. No entiendo mucho cómo usar el Canvas o subir los archivos pesados, a veces la plataforma se me traba y no sé qué hacer para solucionarlo.","Sí, varias veces se me ha ido el internet o mi laptop se pone lenta. No supe cómo arreglarlo y perdí clases; solo me quedó esperar a que vuelva la señal y pedir disculpas al profesor.","Me ha dificultado bastante. Como no domino las herramientas, me demoro el doble en hacer todo y me estreso demasiado. Siento que la modalidad virtual no es para mí por mi falta de base técnica.",Me gustaría que nos den talleres desde cero sobre cómo usar los programas y la plataforma. También que los profes sean más pacientes con los que no sabemos manejar bien la tecnología.,"En los trabajos grupales trato de apoyar en lo que puedo por WhatsApp, pero en los foros oficiales casi ni participo porque me da palta que todos lean lo que escribo o no sé qué poner.",Me he sentido bien solo la mayor parte del tiempo. Casi nadie prende su cámara y es como hablarle a una pantalla negra; no se siente esa conexión de compañeros como en el cole o la pre.,"Sí influye. Como casi no hablo con nadie, no tengo ese empuje de amigos para seguir estudiando cuando las cosas se ponen difíciles. Estar solo frente a la PC me quita las ganas de seguir.","Mi baja participación hace que no me sienta conectado con mi carrera. Siento que solo estoy cumpliendo por cumplir para no jalar, pero no me siento parte de la comunidad universitaria.",0.15,1.0,"Frustración y riesgo de deserción, Brecha de alfabetización digital, Aislamiento y falta de pertenencia","La coherencia es total, ya que el estudiante refleja en sus relatos una correspondencia exacta con sus bajos puntajes cuantitativos; su puntuación técnica de 1.5 se traduce en dificultades reales con plataformas, mientras que su nivel crítico y participativo medio-bajo se manifiesta en una profunda frustración académica, sensación de soledad y un riesgo latente de abandono de estudios por falta de competencias digitales básicas.",2,2,-1,1
STU_0136,UNMSM,21,Masculino,5to,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,1,2,1,2,1,2,2,2,2,3,2,2,1,2,2,Sí,En dos o más cursos,"Sí, en más de una ocasión",1,Frecuentemente,2,False,1.0,1.8,2.0,1.6,1,La verdad es que solo busco en Google y elijo lo primero que sale porque se ve bien y me ahorra tiempo. No me fijo mucho en quién lo escribió o si la página es oficial.,"Me confundo mucho porque hay demasiada información y no sé cuál es la verdadera. A veces uso lo que encuentro y el profe me dice que está mal, pero no entiendo por qué.",Me frustra no saber buscar bien y eso me quita las ganas de seguir. Siento que el nivel es muy alto para lo que sé y he pensado seriamente en dejar el curso por eso.,"Casi nunca me siento seguro, siempre tengo miedo de que la información sea falsa o esté mal. Solo copio lo que parece importante para terminar rápido la tarea.","Es bien difícil para mí, la plataforma me parece un laberinto y me demoro horas tratando de entender dónde subir los trabajos o encontrar las lecturas.","Sí, a veces mi laptop se traba o no entiendo cómo usar el Zoom y el Canvas a la vez. No supe cómo arreglarlo y simplemente dejé de entrar a un par de clases.",Me ha dificultado todo porque no domino la tecnología. Me estresa sentir que mis compañeros avanzan rápido y yo me quedo atrás sufriendo con los programas.,"Necesitaría que me expliquen desde cero y con mucha paciencia cómo usar las herramientas, porque los profes asumen que ya sabemos y yo ando bien perdido.",Casi no participo porque me da palta hablar en los foros o en las videollamadas. En los grupos de WhatsApp casi nunca escribo y solo espero que me digan qué hacer.,"Me siento súper aislado, como si estuviera estudiando solo contra el mundo. No conozco a mis compañeros y eso hace que no me importe mucho si falto a clase.","Influye bastante porque al no tener amigos ni cercanía con el docente, no tengo ninguna motivación para conectarme. Siento que mi presencia no importa.","Como no interactúo con nadie, no me siento parte de la carrera. Mi falta de participación hace que cada vez me interese menos seguir estudiando este ciclo.",0.1,1.0,"Riesgo de deserción académica, Baja autoeficacia tecnológica, Aislamiento y desvinculación social","La coherencia es total (1.0), ya que las puntuaciones cuantitativas extremadamente bajas (1.0 a 2.0) están plenamente justificadas por un relato cualitativo cargado de frustración, sentimientos de incompetencia y una desconexión absoluta con el entorno educativo. El estudiante no solo reconoce sus carencias críticas y técnicas de forma honesta, sino que su narrativa de 'sentirse solo contra el mundo' y su intención de abandonar el curso validan con precisión el nivel de 'Riesgo Alto' y la falta de participación reportada en los indicadores numéricos.",2,2,-1,1
STU_0137,UNI,21,Masculino,8vo,3,2,2,2,3,3,2,2,2,2,2,3,3,3,3,2,2,2,3,2,2,3,2,2,2,2,1,2,2,2,No,En un curso,"Sí, en un curso",3,Rara vez,1,False,2.3,2.5,2.0,2.2666666666666666,1,"La verdad, casi siempre me guío por lo primero que sale en Google o Wikipedia. Si el texto se ve formal y tiene relación con el tema, lo uso nomás para avanzar rápido con la tarea.",Me marea que haya demasiada información y no sé distinguir qué página es seria y cuál no. A veces me confundo con datos contradictorios y termino usando cualquier fuente por el apuro.,"Sí, me frustra no saber investigar bien y eso me baja la nota. Varias veces he pensado que la modalidad virtual no es para mí porque me siento perdido buscando información que piden los profes.",Me siento más seguro en páginas que ya conozco como Rincón del Vago o blogs sencillos. Me da mucha inseguridad entrar a las bases de datos de la universidad porque son complicadas y no entiendo cómo filtrar.,"Mi experiencia es regular, a veces la plataforma me parece un laberinto. Solo sé lo básico para subir archivos y ver mis notas, pero si algo cambia o falla, no sé qué hacer.","A veces el internet se me pone lento o el Canvas se cierra de la nada. No sé solucionar problemas técnicos, así que solo espero que cargue o le mando una foto al profe por si no me cree.","Siento que me ha dificultado la permanencia. Como no soy muy hábil con la tecnología, me demoro el doble haciendo las cosas y eso me cansa mentalmente, dándome ganas de dejar el ciclo.",Creo que faltaron capacitaciones más simples y directas. Necesitaría un soporte técnico que responda rápido porque cuando algo no funciona me bloqueo y dejo de intentar hacer la actividad.,"Casi no participo en foros porque me da flojera o no sé qué poner. En los grupos solo hago mi parte por WhatsApp y trato de no interactuar mucho, me siento ajeno a todo.",Me siento bastante solo. Apenas conozco a mis compañeros y con los profes casi no hablo; siento que soy solo un código más en la lista y eso me desmotiva un montón.,"Influye bastante porque, al no tener amigos con quienes estudiar o motivarnos, el estudio se vuelve una carga pesada. Si tuviera más apoyo de otros, quizás no pensaría tanto en retirarme.","Como participo poco, mi compromiso con la carrera ha bajado. Siento que no pertenezco a la universidad y cada vez tengo menos ganas de conectarme a las clases virtuales.",0.15,1.0,"Baja autoeficacia tecnológica, Desvinculación académica, Inseguridad informacional","Existe una coherencia total entre los datos cuantitativos y el relato cualitativo; el estudiante reconoce abiertamente sus limitaciones críticas, técnicas y participativas. Sus puntuaciones bajas (2.0 - 2.5) reflejan fielmente su frustración expresada al navegar por bases de datos, su incapacidad para resolver problemas técnicos y su sentimiento de aislamiento social, lo cual valida plenamente la etiqueta de riesgo alto de deserción por falta de competencias mediáticas y sentido de pertenencia.",2,2,0,1
STU_0138,UNI,19,Femenino,7mo,4,3,4,4,4,4,4,3,4,4,3,3,3,4,3,4,3,3,3,3,4,4,3,3,4,4,3,4,4,4,No,Nunca,No,4,Nunca,4,False,3.8,3.2,3.7,3.566666666666667,0,Suelo usar Google Académico y Scielo para asegurar que sean fuentes confiables. Me fijo bastante en que el autor sea reconocido y que la bibliografía esté bien citada.,Lo más difícil es cuando encuentro información contradictoria en sitios que parecen serios. A veces pierdo tiempo verificando si los datos no son antiguos o sesgados.,"Sí influye. Tener criterio para investigar me ha dado mejores notas y eso me motiva a seguir. Nunca pensé en dejar un curso por eso, más bien me da seguridad.",Me siento seguro usando la biblioteca virtual de la universidad. Me genera mucha inseguridad la info que sale en blogs o hilos de Twitter que no tienen sustento académico.,"Es funcional, aunque al principio me costó agarrarle el ritmo al Canvas. Uso bien lo básico, pero a veces me complico con las herramientas nuevas que piden algunos profes.",He tenido problemas con la conexión y las actualizaciones pesadas de los programas. Lo solucioné viendo tutoriales en YouTube o pidiendo ayuda a mis amigos por WhatsApp.,"Han facilitado mi permanencia porque me permiten organizar mis tiempos, aunque admito que si no tuviera un manejo básico, la modalidad virtual me hubiera estresado demasiado.",Creo que faltaron talleres más prácticos sobre herramientas de diseño o gestión de datos al inicio de la carrera para no estar adivinando cómo usarlas en plena clase.,"Ha sido positiva, sobre todo en trabajos grupales por Zoom. Los foros de debate a veces me parecen un poco monótonos, pero trato de participar para intercambiar ideas.",Me he sentido acompañado gracias a mis grupos de estudio. El contacto constante por redes sociales ayuda a no sentir ese aislamiento que a veces tiene la virtualidad.,Claro que sí. La motivación sube cuando ves que tus compañeros también le echan ganas; el apoyo mutuo es clave para no desanimarse en las semanas de parciales.,Involucrarme más en las clases y debates me ha hecho sentir parte de la comunidad universitaria. Me ayuda a tomarle más cariño a mi carrera y a no rendirme.,0.85,0.95,"Verificación de fuentes académicas, Aprendizaje colaborativo, Autoeficacia tecnológica","Existe una alineación casi perfecta entre los datos cuantitativos y cualitativos; el estudiante refleja un nivel Crítico alto (3.8) mediante el uso de Scielo y Google Académico, una competencia Técnica moderada (3.2) al admitir dificultades con nuevas herramientas y una dimensión Participativa sólida (3.7) basada en el apoyo grupal. Su estado de 'Riesgo Bajo' es coherente con su capacidad para resolver problemas técnicos de forma autónoma y su fuerte sentido de pertenencia a la comunidad universitaria, lo que refuerza su permanencia académica.",1,1,-1,0
STU_0139,UNMSM,21,Femenino,8vo,5,5,4,4,4,4,5,4,5,5,4,4,5,5,4,4,3,5,3,3,3,4,3,3,3,4,4,3,4,4,No,Nunca,No,5,Nunca,3,False,4.5,4.0,3.5,4.0,0,Suelo cruzar información de diversas fuentes y priorizar bases de datos como Google Académico o Scielo. Siempre verifico que el autor sea un referente en el tema y que la publicación sea reciente para asegurar la validez académica.,La principal dificultad es el sesgo informativo en artículos que parecen académicos pero carecen de rigor. A veces pierdo tiempo filtrando la 'infoxicación' en redes sociales para encontrar datos reales que sirvan para mis ensayos del ciclo.,"Totalmente. Mi capacidad crítica me da seguridad en mis trabajos, lo que se traduce en mejores notas. Esa confianza me motiva a seguir adelante, ya que siento que realmente estoy aprendiendo a discernir y no solo memorizando.","Me siento muy seguro navegando en la biblioteca virtual de la universidad, pero la inseguridad aparece cuando encuentro datos en portales de noticias o blogs donde las referencias no son claras o parecen estar manipuladas.",Mi experiencia es bastante positiva; manejo bien el Canvas y las herramientas de Google Workspace. No me toma mucho tiempo entender cómo funcionan las nuevas aplicaciones que los docentes integran en las sesiones síncronas.,"He tenido problemas de conexión estables en horas punta, pero lo soluciono usando mis datos móviles o reportando el incidente con capturas de pantalla de inmediato para que no afecte mis calificaciones.","Han facilitado mucho mi permanencia. Al dominar la parte tecnológica, no me estreso por el 'cómo' usar la plataforma, sino que me concentro directamente en el contenido, lo que hace que estudiar a distancia sea menos pesado.","Me gustaría que la universidad ofreciera más talleres sobre software especializado de mi carrera o herramientas de inteligencia artificial aplicada a la investigación, más allá del uso básico de las plataformas de videoconferencia.",Ha sido una experiencia regular; trato de ser activo y coordinar bien por WhatsApp con mi grupo. A veces es difícil lograr que todos participen con el mismo entusiasmo en los foros de discusión que dejan los profes.,"A veces se siente un poco de aislamiento por la falta de contacto físico, pero lo compenso manteniendo comunicación constante con mis compañeros. El factor principal es la disposición del docente para responder dudas rápido.","Sí, influye bastante. Sentir que hay un grupo de apoyo y docentes que interactúan de verdad te da ese empujón necesario para no dejar el curso cuando la carga académica se pone pesada a mitad de ciclo.","Trato de participar lo suficiente para mantenerme conectado con la carrera. Mi compromiso aumenta cuando veo que mis opiniones son escuchadas en clase, lo que me hace sentir parte de la comunidad universitaria a pesar de la distancia.",0.9,0.95,"Curaduría de contenidos académicos, Autoeficacia tecnológica, Sentido de pertenencia virtual","El estudiante muestra una coherencia excepcional entre sus valoraciones cuantitativas y sus testimonios, validando su alta capacidad crítica (4.5) mediante la mención explícita de bases de datos académicas y técnicas de validación de fuentes. Su destreza técnica (4.0) se refleja en su proactividad para resolver problemas de conectividad y el dominio de plataformas, mientras que la puntuación ligeramente inferior en lo participativo (3.5) es consistente con su descripción honesta sobre los desafíos de la interacción grupal y el aislamiento en entornos virtuales, lo que demuestra una autoevaluación precisa y fundamentada.",1,1,-1,0
STU_0140,UNFV,21,Masculino,6to,3,4,2,3,3,3,3,3,3,3,2,3,3,3,4,2,4,3,2,3,3,3,2,2,3,2,1,3,3,3,No,En un curso,"Sí, en un curso",3,Rara vez,4,False,3.0,2.9,2.5,2.8,1,"Suelo fijarme si la página tiene un autor conocido o si es de Google Académico, aunque a veces por el apuro termino usando lo primero que sale si parece medianamente serio.",Me marea que haya demasiada información contradictoria. A veces me cuesta distinguir qué fuentes son realmente académicas y cuáles son solo opiniones de blogs que parecen profesionales.,Analizar todo me agota y a veces siento que no entiendo bien los temas. Esa frustración de no saber si lo que estudio es correcto me ha hecho pensar varias veces en dejar el ciclo.,"Me siento seguro cuando el profesor nos da los links directos, pero cuando busco por mi cuenta me da mucha inseguridad equivocarme y eso me desmotiva al hacer mis tareas.",La experiencia es regular. Las plataformas me parecen algo complicadas y no siempre encuentro lo que busco rápido; siento que pierdo más tiempo lidiando con la web que estudiando.,"Sí, el internet falla o la plataforma se cierra en pleno examen. Para solucionarlo envío correos al profesor con capturas, pero es estresante y te quita las ganas de seguir intentándolo.",Me ha dificultado bastante porque no domino todas las herramientas. Siento que el esfuerzo técnico es mayor al aprendizaje real y eso me hace cuestionar si debo continuar en la carrera.,"Creo que hubieran servido más tutoriales prácticos al inicio. A veces asumen que uno sabe usar todo perfectamente, pero la verdad es que uno aprende a la fuerza y con errores.",Ha sido un poco pesada. Casi no participo en foros y los trabajos grupales por Zoom son complicados porque nadie prende su cámara y es difícil coordinar bien con gente que no conozco.,Me siento bastante aislado. No tengo ese contacto real con mis compañeros y los profes solo dictan su clase; esa falta de conexión me hace sentir que no pertenezco a la universidad.,"Influye mucho porque al no tener amigos con quienes estudiar o motivarme, me siento solo frente a la pantalla. Sin esa red de apoyo, es más fácil tirar la toalla cuando algo sale mal.","Como casi no participo, me siento poco conectado con mis cursos. Mi compromiso ha bajado bastante porque siento que soy un espectador más y no parte real de una comunidad académica.",0.15,0.95,"Riesgo de deserción, Aislamiento sociovirtual, Frustración técnica","La coherencia es muy elevada, ya que los puntajes cuantitativos medio-bajos se ven plenamente justificados por un relato cualitativo cargado de frustración, inseguridad y falta de pertenencia. El estudiante es honesto al reconocer sus limitaciones técnicas y críticas, lo que valida el estado de 'Riesgo ALTO'; su baja puntuación en el área participativa (2.5) correlaciona perfectamente con su descripción de sentirse un 'espectador' aislado, mientras que su mención recurrente de abandonar la carrera otorga una solidez total a la discrepancia entre el esfuerzo percibido y el aprendizaje logrado.",0,0,2,2
STU_0141,UNFV,23,Femenino,6to,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,3,3,3,4,4,3,3,3,3,2,3,4,2,3,4,No,Nunca,No,5,Nunca,4,False,3.8,3.6,3.0,3.466666666666667,0,"Suelo contrastar la información en Google Académico y me fijo mucho en que las fuentes sean de instituciones reconocidas o tengan autores citados, no me quedo con el primer link.","A veces es difícil distinguir entre un artículo de opinión bien redactado y un estudio científico real, sobre todo cuando hay exceso de información en la red que parece fidedigna.","Sí, influye bastante. Saber filtrar qué sirve y qué no me ha dado mejores notas y eso me motiva a seguir adelante con el ciclo sin sentirme tan abrumado.","Me siento más seguro usando las bases de datos de la biblioteca de la u, pero dudo bastante cuando encuentro datos en blogs o hilos de redes sociales que no citan fuentes.","Mi experiencia ha sido buena en general; me manejo bien en Canvas y Zoom, aunque al principio me tomó un poco de tiempo entender dónde estaba cada herramienta del curso.","He tenido problemas con la conexión a internet en exámenes, pero lo resolví usando los datos de mi celular y comunicándome rápido con el soporte técnico o el delegado.","Saber usar las herramientas ha facilitado que me quede. Si no tuviera fluidez con la tecnología, probablemente me habría estresado demasiado y pensado en dejar algún curso.",Creo que faltaron talleres más avanzados sobre el uso de herramientas de organización como Notion o mejor manejo de software especializado para mi carrera desde el inicio.,"Ha sido regular; cumplo con los trabajos grupales por WhatsApp y Drive, pero a veces la comunicación no es tan fluida como en las clases presenciales y se pierde el ritmo.","A veces me siento un poco solo frente a la pantalla, aunque el contacto por mensajes con mis compañeros ayuda a sentir que somos parte de un mismo grupo de estudio.","Influye de forma moderada. Tener un docente que responde dudas rápido y compañeros que aportan ayuda a no desanimarse, pero mi meta principal es terminar la carrera.","Trato de participar lo justo y necesario para cumplir con los objetivos. Mi compromiso es alto con mis notas, aunque no sea el que más habla en los foros o sesiones en vivo.",0.78,0.95,"Curaduría de contenidos, Resiliencia tecnológica, Participación instrumental","El estudiante muestra una coherencia excepcional entre sus puntajes y sus relatos; su nivel crítico (3.8) se sustenta en el uso de Google Académico, su nivel técnico (3.6) refleja una solvencia operativa que previene el estrés, y su nivel participativo más bajo (3.0) concuerda perfectamente con su descripción de una participación funcional y 'justa' centrada en el cumplimiento de notas más que en la interacción social. Su autopercepción de bajo riesgo académico es consistente con su capacidad para resolver imprevistos técnicos y su enfoque pragmático hacia el éxito en el ciclo.",1,1,-1,0
STU_0142,UNMSM,22,Masculino,8vo,3,4,4,5,4,4,3,3,4,4,2,2,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,4,4,3,No,En un curso,No,4,Nunca,2,False,3.8,2.7,3.1,3.2,0,Suelo buscar fuentes en Google Académico o en la biblioteca de la U. Me fijo bastante en quién escribe el artículo y si las referencias son actuales antes de citarlas en mis trabajos.,"A veces es difícil distinguir entre un blog de opinión y un artículo científico serio, especialmente cuando el diseño de la página parece profesional pero la información no tiene sustento.","Siento que analizar bien lo que leo me ayuda a tener mejores notas y me da seguridad. No he pensado en dejar la carrera por esto; al contrario, me motiva a investigar mejor.","Me siento seguro usando las bases de datos de la universidad, pero me genera mucha desconfianza cuando encuentro info en redes sociales o páginas con demasiada publicidad que no citan fuentes.","Mi experiencia ha sido regular. Me cuesta un poco entenderle a todas las funciones del Canvas o Moodle, y a veces me entrevero con tantas herramientas digitales nuevas que piden los profes.","Sí, varias veces se me ha colgado la plataforma en pleno examen o mi laptop se pone lenta. Lo resuelvo buscando tutoriales en YouTube o pidiendo ayuda a mis amigos que dominan más el tema.","Mis limitaciones tecnológicas han hecho que las cosas sean un poco más lentas para mí, pero no para abandonar. He tenido que esforzarme el doble para aprender a usar programas que otros ya conocen.","Creo que faltan más talleres prácticos y sencillos desde el inicio del ciclo, que nos expliquen paso a paso cómo usar las herramientas más complejas sin asumir que ya lo sabemos todo.","Ha sido aceptable. Participo en los grupos de WhatsApp y en los foros porque es necesario para la nota, aunque a veces coordinar con todos de forma virtual es un poco pesado.","A ratos me he sentido un poco solo frente a la pantalla, pero el tener un grupo de estudio por videollamada ayuda a que no se sienta tanto ese aislamiento de la virtualidad.","Sí influye. Hablar con mis compañeros me anima a seguir cuando el ciclo se pone pesado. Si no fuera por esa pequeña interacción, me sentiría mucho más desmotivado con las clases.",Trato de estar presente y aportar en lo que puedo. Ese compromiso de no fallarle a mi grupo en los trabajos finales es lo que me mantiene conectado y responsable con mi carrera.,0.75,0.95,"Brecha de competencias digitales, Alfabetización informacional, Soporte social académico","Existe una coherencia muy alta entre los datos cuantitativos y cualitativos; el estudiante reconoce su solidez en el pensamiento crítico (3.8) al detallar procesos de validación de fuentes, mientras que su bajo puntaje técnico (2.7) se alinea perfectamente con su frustración declarada ante el uso de plataformas como Canvas o Moodle. Asimismo, su nivel participativo moderado (3.1) refleja una interacción funcional motivada por el cumplimiento académico y el apoyo emocional de sus pares, lo que sustenta un perfil de bajo riesgo debido a su resiliencia y compromiso con la carrera a pesar de las dificultades tecnológicas.",1,0,-1,2
STU_0143,UNI,25,Masculino,8vo,4,5,5,4,3,3,3,4,4,3,4,4,4,4,3,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,No,Nunca,No,5,Nunca,3,False,3.8,3.9,5.0,4.233333333333333,0,Suelo revisar que los autores sean académicos y busco las fuentes en Google Académico o en la biblioteca de la u. Me fijo bastante en que las fechas sean recientes y que tengan bibliografía propia.,A veces es difícil distinguir entre un artículo de opinión bien redactado y un estudio científico real. Hay demasiada información y cansa un poco verificar cada link que encuentras en redes.,"Mejora mi desempeño porque mis trabajos tienen mejor sustento. No he pensado en dejar los cursos por esto, pero sí me da más seguridad saber que no estoy poniendo cualquier cosa en mis tareas.","Me siento súper seguro usando las bases de datos de la universidad, pero me genera desconfianza cuando la información viene de blogs o portales de noticias que parecen tener algún sesgo político.","Mi experiencia ha sido bastante fluida; manejo bien el Canvas y las herramientas de Google. Al principio me tomó un poco de tiempo, pero ahora me muevo rápido entre las plataformas.","He tenido caídas de internet en plena clase o exámenes, pero lo solucioné usando mis datos del cel o escribiéndole al profe al toque para explicarle. Siempre hay una salida técnica.","Me ha facilitado mucho la permanencia. Como domino las herramientas, no me estreso con la tecnología y puedo enfocarme netamente en estudiar y participar, sin que la plataforma sea un obstáculo.","Creo que faltaría más formación en herramientas de análisis de datos o diseño avanzado, porque lo básico del LMS ya lo manejamos casi todos por la práctica diaria.",¡Excelente! Siempre trato de liderar los grupos en WhatsApp o Discord. Me encanta participar en los foros y creo que aprendo más cuando comparto ideas con mis compañeros en los trabajos grupales.,"Me he sentido muy acompañado. Siempre estoy conectado con mi grupo y participo activamente en clase, así que nunca sentí ese aislamiento que algunos mencionan; la red social que armamos ayuda mucho.","Totalmente. La motivación de tener un buen grupo de patas hace que no quiera faltar a las sesiones. Si no hubiera esa interacción, la virtualidad sería muy monótona y aburrida.",Participar tanto me hace sentirme más parte de mi carrera. Estar metido en los debates y ayudar a otros me compromete a seguir adelante y no descuidar mis estudios a pesar de la distancia.,0.92,0.95,"Liderazgo colaborativo, Alfabetización informacional, Autoeficacia técnica","El estudiante muestra una coherencia excepcional entre sus puntajes y sus respuestas abiertas; su puntaje máximo en la dimensión participativa (5.0) se refleja fielmente en su rol activo de liderazgo en grupos y foros. Los puntajes moderadamente altos en las áreas crítica y técnica (3.8 y 3.9) están bien justificados cualitativamente, ya que el alumno reconoce tanto sus competencias (uso de Google Académico y resolución de problemas técnicos) como sus límites (fatiga por verificación y deseo de formación avanzada), lo que valida un perfil de bajo riesgo con un fuerte empoderamiento y sentido de pertenencia.",1,1,-1,0
STU_0144,UNMSM,19,Femenino,5to,5,4,4,4,4,4,5,5,4,4,2,4,3,3,3,3,2,2,3,2,4,4,4,3,4,4,3,3,3,3,Sí,En dos o más cursos,"Sí, en más de una ocasión",2,Frecuentemente,3,False,4.3,2.7,3.5,3.5,1,"Suelo contrastar diversas fuentes y verificar que los autores tengan respaldo académico o institucional. No me quedo con el primer link de Google, prefiero usar bases de datos como Scielo o Google Scholar.","La principal dificultad es el exceso de información contradictoria. A veces pierdo demasiado tiempo validando si una fuente es actual o si tiene sesgos, lo que me agota mentalmente durante el ciclo.","Saber investigar me ayuda a aprobar, pero el esfuerzo de analizar críticamente todo en un entorno virtual tan saturado me genera mucha fatiga. A veces dudo de seguir si el nivel de autoaprendizaje es tan alto.","Me siento seguro cuando uso el repositorio de la universidad, pero muy inseguro cuando las lecturas obligatorias están en sitios web con publicidad o que parecen poco confiables.",Mi experiencia ha sido regular tirando a mala. Las plataformas como Canvas o Blackboard a veces me resultan confusas y me cuesta encontrar las herramientas necesarias para mis tareas.,"Sí, he tenido problemas con el ancho de banda y fallas al subir archivos pesados. Usualmente trato de reiniciar el router o pedirle ayuda a algún amigo, pero es muy frustrante y me quita tiempo de estudio.","Ha dificultado mi permanencia. Siento que no domino las herramientas tecnológicas tan rápido como otros, y eso me hace sentir rezagado y con ganas de dejar los cursos virtuales.",Mejoraría mucho con capacitaciones más sencillas y directas sobre el uso de software específico. A veces los profes asumen que uno ya sabe usar todo y no es así.,"Ha sido una experiencia mixta. Participo en los foros y grupos porque es obligatorio, pero coordinar todo por WhatsApp o Zoom es agotador y no siempre se llega a buenos acuerdos.",Me siento bastante aislado. Estar solo frente a la laptop sin el ambiente de la facultad me hace sentir desconectado de la vida universitaria y de mis propios compañeros.,"Influye totalmente. Si no fuera por la presión o el apoyo de mis compañeros de grupo, ya habría abandonado varios cursos, porque la relación con los docentes es muy distante.","Intento participar para no perder el hilo, pero mi falta de dominio técnico limita mi compromiso. Siento que mi vínculo con la carrera se debilita al no haber presencialidad.",0.25,1.0,"Fatiga cognitiva, Brecha de competencia técnica, Aislamiento social","El estudiante presenta una coherencia total entre sus autoevaluaciones cuantitativas y sus testimonios cualitativos; su alta capacidad crítica (4.3) se refleja en el uso de fuentes académicas, mientras que su baja competencia técnica (2.7) y nivel participativo moderado (3.5) explican su frustración y sensación de aislamiento. El nivel de riesgo 'Alto' está perfectamente justificado por el agotamiento mental y las constantes menciones al deseo de abandonar la carrera debido a la brecha tecnológica y la falta de vínculo con el entorno virtual.",1,1,-1,0
