ID_Estudiante,Universidad,Edad,Sexo,Semestre,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,A1_Interrupcion,A2_Desaprobados,A3_Retirados,A4,L2_Inactividad,Calidad_Percibida,Flag_Inconsistencia,Score_Critico,Score_Tecnico,Score_Participativo,Score_AMI_Global,Riesgo_Total,BC1,BC2,BC3,BC4,BT1,BT2,BT3,BT4,BP1,BP2,BP3,BP4
STU_0044,UNFV,21,Femenino,7mo,3,3,3,3,1,3,3,2,3,2,2,2,3,3,3,2,2,3,3,2,3,4,3,3,2,3,3,3,2,2,No,En dos o más cursos,"Sí, en un curso",3,Rara vez,4,False,2.6,2.5,2.8,2.6333333333333333,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0045,UNMSM,21,Femenino,8vo,4,4,4,4,3,4,4,4,4,4,3,2,3,3,2,3,2,2,3,2,4,3,3,4,3,3,4,3,3,4,No,En un curso,"Sí, en un curso",3,Algunas veces,3,False,3.9,2.5,3.4,3.2666666666666666,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0046,UNI,19,Masculino,6to,4,4,3,4,4,3,3,4,3,3,3,3,3,4,4,3,3,4,3,3,4,4,3,3,2,3,3,3,3,4,Sí,En un curso,"Sí, en un curso",3,Algunas veces,3,False,3.5,3.3,3.2,3.3333333333333335,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0047,UNMSM,21,Masculino,6to,2,3,2,3,2,3,3,2,2,4,2,3,1,2,3,2,3,1,3,1,1,2,1,1,2,1,1,1,2,1,Sí,En dos o más cursos,"Sí, en más de una ocasión",1,Frecuentemente,3,False,2.6,2.1,1.3,2.0,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0048,UNI,20,Femenino,7mo,4,3,4,3,3,3,3,3,2,3,3,3,3,3,4,4,2,4,3,3,4,3,4,3,4,3,3,4,3,4,Sí,En dos o más cursos,"Sí, en más de una ocasión",2,Frecuentemente,2,False,3.1,3.2,3.5,3.2666666666666666,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0049,UNI,21,Femenino,6to,3,4,3,3,3,4,3,3,3,3,3,3,3,2,3,4,3,3,2,2,3,2,2,2,3,2,3,3,2,3,No,En un curso,"Sí, en más de una ocasión",2,Rara vez,3,False,3.2,2.8,2.5,2.8333333333333335,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0050,UNMSM,22,Femenino,6to,2,2,2,2,3,2,3,1,2,2,2,2,2,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,Sí,En dos o más cursos,"Sí, en más de una ocasión",1,Frecuentemente,1,False,2.1,1.5,1.1,1.5666666666666667,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0051,UNFV,24,Masculino,8vo,2,2,3,2,1,1,2,2,3,3,3,2,3,3,2,2,2,2,3,2,1,2,1,1,1,2,1,2,1,2,No,En dos o más cursos,"Sí, en más de una ocasión",2,Frecuentemente,3,False,2.1,2.4,1.4,1.9666666666666666,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0052,UNI,18,Masculino,5to,3,3,3,3,2,3,4,3,3,3,1,2,2,1,1,2,2,1,2,2,2,1,2,2,2,1,1,1,1,2,No,En dos o más cursos,"Sí, en un curso",1,Frecuentemente,2,False,3.0,1.6,1.5,2.033333333333333,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0053,UNFV,25,Masculino,7mo,3,4,4,3,4,4,3,3,3,3,2,2,2,3,3,2,3,3,3,2,2,1,2,2,2,2,2,2,1,2,Sí,En dos o más cursos,"Sí, en más de una ocasión",1,Frecuentemente,3,False,3.4,2.5,1.8,2.566666666666667,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0054,UNFV,17,Masculino,7mo,3,3,3,2,4,3,3,2,3,4,2,2,2,2,2,2,2,1,2,3,3,3,3,3,2,2,2,3,3,3,No,En un curso,"Sí, en más de una ocasión",3,Algunas veces,3,False,3.0,2.0,2.7,2.566666666666667,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0055,UNI,20,Masculino,8vo,1,2,1,1,2,1,2,2,1,2,2,2,2,2,3,3,2,2,2,3,2,3,2,2,3,2,2,2,2,1,Sí,En dos o más cursos,"Sí, en más de una ocasión",1,Frecuentemente,1,False,1.5,2.3,2.1,1.9666666666666666,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0056,UNFV,22,Femenino,8vo,2,2,3,3,1,3,3,2,2,2,3,3,2,1,3,3,3,2,3,3,3,3,2,2,3,2,2,2,2,3,Sí,En dos o más cursos,"Sí, en más de una ocasión",2,Frecuentemente,4,False,2.3,2.6,2.4,2.433333333333333,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0057,UNMSM,21,Masculino,6to,3,3,3,2,4,3,3,2,3,3,2,2,4,3,2,3,3,3,3,3,1,1,1,2,1,2,1,1,1,1,No,En dos o más cursos,"Sí, en más de una ocasión",2,Algunas veces,3,False,2.9,2.8,1.2,2.3,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0058,UNMSM,19,Femenino,7mo,3,4,4,3,4,3,3,3,4,4,4,5,5,5,5,5,5,5,4,5,3,3,3,3,3,4,3,3,2,3,No,Nunca,No,4,Nunca,4,False,3.5,4.8,3.0,3.7666666666666666,0,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0059,UNMSM,20,Femenino,5to,3,3,3,3,3,2,3,4,3,4,3,4,4,3,2,2,3,3,4,2,3,4,3,3,4,4,3,2,4,3,No,En un curso,"Sí, en más de una ocasión",4,Algunas veces,3,False,3.1,3.0,3.3,3.1333333333333333,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0060,UNMSM,20,Femenino,8vo,3,4,3,3,3,3,4,3,3,3,4,3,3,4,4,5,4,4,4,3,3,3,4,3,3,4,2,3,3,4,No,En un curso,"Sí, en un curso",2,Frecuentemente,2,False,3.2,3.8,3.2,3.4,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0061,UNMSM,19,Masculino,5to,2,1,1,2,2,2,2,2,1,3,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,1,2,3,2,2,Sí,En dos o más cursos,"Sí, en más de una ocasión",2,Algunas veces,2,False,1.8,1.8,1.9,1.8333333333333333,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0062,UNMSM,22,Masculino,5to,1,2,1,2,1,2,2,2,2,2,1,1,2,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,Sí,En dos o más cursos,"Sí, en más de una ocasión",1,Frecuentemente,2,False,1.7,1.3,1.1,1.3666666666666667,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0063,UNFV,21,Masculino,7mo,3,4,3,3,3,3,3,2,3,3,2,3,2,3,3,3,1,4,3,3,3,3,3,3,2,2,3,2,3,2,No,En dos o más cursos,"Sí, en más de una ocasión",2,Algunas veces,3,False,3.0,2.7,2.6,2.7666666666666666,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0064,UNMSM,19,Femenino,7mo,3,3,2,4,3,3,3,3,3,2,2,2,3,2,1,3,2,4,2,2,3,3,4,3,3,4,3,3,3,3,No,En dos o más cursos,"Sí, en más de una ocasión",2,Algunas veces,2,False,2.9,2.3,3.2,2.8,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0065,UNMSM,22,Femenino,8vo,3,2,3,2,3,2,3,3,3,3,2,1,3,3,2,2,3,3,3,2,2,1,1,1,1,1,1,1,1,1,No,En dos o más cursos,"Sí, en más de una ocasión",2,Algunas veces,2,False,2.7,2.4,1.1,2.066666666666667,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0066,UNI,21,Femenino,7mo,2,2,2,3,2,3,3,3,3,2,3,3,2,3,3,3,2,3,3,3,3,4,4,3,4,3,3,3,3,4,Sí,En un curso,"Sí, en más de una ocasión",2,Frecuentemente,2,False,2.5,2.8,3.4,2.9,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0067,UNMSM,22,Femenino,7mo,2,3,4,3,4,3,3,2,4,4,3,4,4,3,4,2,4,3,4,4,2,4,3,3,3,3,4,4,4,3,Sí,En dos o más cursos,"Sí, en más de una ocasión",1,Frecuentemente,2,False,3.2,3.5,3.3,3.3333333333333335,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0068,UNFV,22,Femenino,7mo,3,2,2,3,3,2,1,2,2,3,3,1,2,2,2,2,2,3,1,2,3,2,3,3,3,3,4,3,3,3,Sí,En dos o más cursos,"Sí, en más de una ocasión",2,Frecuentemente,3,False,2.3,2.0,3.0,2.433333333333333,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0069,UNMSM,19,Femenino,5to,3,3,3,3,4,3,3,3,3,2,2,2,2,3,2,2,3,3,3,2,3,2,3,3,3,3,2,3,3,4,Sí,En dos o más cursos,"Sí, en más de una ocasión",1,Frecuentemente,3,False,3.0,2.4,2.9,2.7666666666666666,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0070,UNFV,19,Masculino,8vo,3,2,2,3,4,3,3,3,3,3,3,5,4,4,3,4,2,4,4,3,4,4,4,4,4,4,4,4,4,4,Sí,En dos o más cursos,"Sí, en más de una ocasión",1,Frecuentemente,2,False,2.9,3.6,4.0,3.5,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0071,UNI,22,Masculino,6to,3,3,3,3,2,3,3,3,2,3,2,4,2,2,3,2,4,4,3,2,3,3,3,3,3,2,2,2,2,2,Sí,En dos o más cursos,"Sí, en más de una ocasión",2,Frecuentemente,3,False,2.8,2.8,2.5,2.7,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0072,UNMSM,22,Masculino,5to,2,3,2,2,3,3,3,3,3,3,2,2,1,2,2,2,1,1,2,2,3,2,3,2,4,3,2,3,3,4,Sí,En dos o más cursos,"Sí, en más de una ocasión",1,Frecuentemente,3,False,2.7,1.7,2.9,2.433333333333333,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0073,UNMSM,20,Masculino,7mo,3,2,3,3,2,2,2,2,3,3,2,2,2,2,2,3,2,2,2,2,2,2,3,2,3,3,3,3,3,4,Sí,En dos o más cursos,"Sí, en más de una ocasión",1,Frecuentemente,3,False,2.5,2.1,2.8,2.466666666666667,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0074,UNFV,21,Femenino,5to,3,3,3,3,2,2,3,2,2,3,2,2,2,2,3,3,3,3,2,2,2,3,2,3,2,2,2,2,3,1,No,En un curso,No,2,Rara vez,3,False,2.6,2.4,2.2,2.4,0,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0075,UNI,23,Femenino,7mo,1,1,1,1,1,1,1,2,1,1,2,2,1,3,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,No,En un curso,No,5,Rara vez,2,False,1.1,1.8,1.0,1.3,0,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0076,UNI,19,Masculino,7mo,4,5,5,5,5,5,4,4,4,4,5,5,5,4,4,5,5,5,4,4,4,3,3,3,3,3,2,4,3,3,Sí,En dos o más cursos,"Sí, en más de una ocasión",1,Frecuentemente,2,False,4.5,4.6,3.1,4.066666666666666,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0077,UNI,22,Femenino,5to,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,4,4,3,3,3,3,3,3,3,4,Sí,En dos o más cursos,"Sí, en más de una ocasión",1,Frecuentemente,3,False,1.0,1.4,3.3,1.9,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0078,UNMSM,20,Masculino,8vo,5,5,5,5,5,5,5,5,5,4,4,3,4,2,3,2,2,3,3,4,4,3,4,4,3,4,4,4,4,4,No,Nunca,No,3,Nunca,3,False,4.9,3.0,3.8,3.9,0,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0079,UNMSM,20,Masculino,7mo,3,2,3,2,3,3,3,2,2,3,1,3,2,3,2,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,Sí,En dos o más cursos,"Sí, en más de una ocasión",2,Frecuentemente,2,False,2.6,2.2,2.1,2.3,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0080,UNMSM,23,Masculino,8vo,2,3,2,2,2,2,2,2,3,2,2,3,3,2,3,3,2,3,4,3,2,3,2,1,2,2,2,3,2,2,No,En un curso,"Sí, en un curso",3,Algunas veces,3,False,2.2,2.8,2.1,2.3666666666666667,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0081,UNFV,22,Femenino,6to,2,3,4,4,3,3,3,2,3,3,2,4,3,2,3,3,3,3,2,3,3,3,4,5,4,4,3,3,3,3,No,En un curso,No,2,Nunca,5,False,3.0,2.8,3.5,3.1,0,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0082,UNI,22,Masculino,7mo,4,4,3,4,3,4,4,4,4,4,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,4,4,4,2,3,No,Nunca,No,5,Nunca,4,False,3.8,3.2,3.2,3.4,0,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0083,UNMSM,23,Masculino,8vo,2,2,2,2,2,2,2,3,1,2,2,2,2,3,2,2,2,2,3,2,2,3,2,1,2,2,1,1,2,1,Sí,En un curso,"Sí, en más de una ocasión",1,Algunas veces,4,False,2.0,2.2,1.7,1.9666666666666666,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0084,UNMSM,21,Masculino,8vo,2,2,2,2,2,3,2,3,3,3,2,2,3,2,3,1,2,2,2,2,2,1,2,3,2,2,2,1,2,2,No,En dos o más cursos,"Sí, en más de una ocasión",2,Frecuentemente,4,False,2.4,2.1,1.9,2.1333333333333333,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0085,UNMSM,22,Femenino,6to,2,3,3,2,2,3,3,3,3,3,3,3,3,3,3,2,3,2,2,2,2,3,3,3,2,3,3,2,2,2,Sí,En dos o más cursos,"Sí, en más de una ocasión",2,Frecuentemente,2,False,2.7,2.6,2.5,2.6,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0086,UNMSM,20,Femenino,8vo,3,2,2,3,3,2,1,3,2,2,2,1,1,2,3,2,2,2,2,3,2,3,2,2,1,2,2,2,3,3,No,En un curso,"Sí, en un curso",2,Algunas veces,2,False,2.3,2.0,2.2,2.1666666666666665,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
STU_0087,UNI,21,Masculino,8vo,3,4,4,4,4,4,3,3,3,4,4,4,5,4,4,4,4,5,5,4,5,4,4,4,4,4,3,4,5,5,Sí,En dos o más cursos,"Sí, en más de una ocasión",1,Frecuentemente,2,False,3.6,4.3,4.2,4.033333333333333,1,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.,Sin respuesta por error técnico.
