ID_Estudiante,Universidad,Edad,Sexo,Semestre,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,A1_Interrupcion,A2_Desaprobados,A3_Retirados,A4,A5_Dificultad,A6_Consideracion_Abandono,A7_Exigencia,A8_Retrasos,L1,L2,L3,L4,L5,L6,L7,L8,Calidad_Percibida,BC1,BC2,BC3,BC4,BT1,BT2,BT3,BT4,BP1,BP2,BP3,BP4,Flag_Inconsistencia,Score_Critico,Score_Tecnico,Score_Participativo,Score_AMI_Global,Riesgo_Total,A5_Dificultad_num,A6_Consideracion_Abandono_num,A7_Exigencia_num,A8_Retrasos_num,L1_num,L2_num,L3_num,L4_num,L5_num,L6_num,L7_num,L8_num,Score_Riesgo_Academico,Score_Riesgo_LMS,Score_Riesgo_Continuidad,Sentimiento_Academico,Indice_Coherencia,Etiquetas_Tematicas,Analisis_Cuali,A1_num,A2_num,A3_num,A4_num,Riesgo_Acad_Perceptual,Riesgo_Documental,Flag_Inconsistencia_IA
STU_0423,UNMSM,,,,3.0,4.0,4.0,,3.0,3.0,,,4.0,,2.0,,,4.0,3.0,4.0,,3.0,4.0,2.0,1,2,2,3,3,3,4,5,1,2,No,Nunca,No,medio,5,5,5,5,4,3,4,4,3,5,5,5,,sí porque si no entiendo me frustro ,Si tiene una fuente prestigiosa o sus citas son reales ,no encontrar las fuentes ,cuando son de fuentes confiables ,Ninguno ,Buena ,Manejable ,Ninguno ,sí definitivPMente ,un poco ,sí porque no hablo con muchas personas ,más o menos ,False,3.5,3.142857142857143,2.6,3.0,1,5,5,5,5,4,3,4,4,3,5,5,5,3.25,4.125,3.0,0.4,0.6,"Frustración ante la incomprensión, Búsqueda de fuentes confiables, Dificultad en la participación social","El estudiante muestra un sentimiento académico mixto, con una tendencia a la frustración cuando no comprende la información (BC1), lo que podría indicar un desafío en la adquisición de conocimiento. Sus respuestas sobre la confiabilidad de las fuentes (BC2, BC4) son coherentes con un score moderado en el aspecto crítico, sugiriendo que valora la credibilidad. Sin embargo, su bajo puntaje en 'Participativo' se refleja en respuestas dubitativas y una admisión de no interactuar mucho (BP3), lo que genera una coherencia moderada. El alto riesgo asociado podría deberse a esta combinación de frustración inicial y dificultad para la participación activa.",0,0,0,1.0,5.0,4.125,False
STU_0424,UNMSM,,,,4.0,,,3.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,,,4.0,,4.0,3.0,,,,4,4,4,3,4,4,4,4,4,3,No,Nunca,No,Alto,1,1,1,1,1,1,1,1,1,1,1,1,,sí ya que es necesario dicho análisis porque con ellos se pueden hacer los trabajos ,Revisando si son de lugares reconocidos y con reputación ,la falsificación de certificados ,me sentí más seguro cuando tengo tiempo de sobra para analizar ,algún curso informativo ,una buena experiencia ,Buena ,No ,facilitado ya que permitió poder aprovecharlas ,de una buena manera ,acompañado debido a mis compañeros ,sí ya que ellos me motivaban ,False,3.375,3.5,3.8,3.590909090909091,0,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,0.7,0.75,"Análisis de fuentes, Validación de información, Colaboración y apoyo mutuo","El estudiante muestra una coherencia general positiva. Los puntajes cuantitativos, especialmente en 'Participativo' (3.8), sugieren una inclinación hacia la colaboración y la aplicación práctica de la alfabetización mediática. Las respuestas cualitativas refuerzan esta idea, mencionando la importancia del análisis para trabajos (BC1), la revisión de la reputación de fuentes (BC2), y un sentimiento de mayor seguridad al tener tiempo para analizar (BC4). La experiencia positiva y la facilitación del aprendizaje a través de compañeros (BP2, BP3, BP4) complementan el puntaje participativo. Si bien el puntaje 'Crítico' (3.375) es moderado, las respuestas cualitativas indican una apreciación de la crítica (BC1, BC2), aunque no se expresa una maestría profunda. El riesgo bajo también apoya una autopercepción de competencia creciente. El único punto de ligera ambigüedad reside en la respuesta a BT4 (""No""), que podría interpretarse de varias maneras, pero en general, las respuestas se alinean con la actitud proactiva y colaborativa observada en los datos.",0,0,0,1.0,1.0,1.0,False
STU_0425,UNMSM,,,,,,,,,,4.0,,3.0,4.0,,,4.0,,,4.0,4.0,4.0,4.0,4.0,4,5,5,4,5,5,4,4,5,4,No,Nunca,No,medio,1,1,2,3,2,2,1,1,3,2,2,3,,sí he juzgado algunos resultados de los artículos en repositorio para poder saber si la info que encuentro es útil o no ,Uso Google academic y otros repositorios ,personalmente no tuve ninguna dificultad ,en repositorios académicos o científicos ,un mejor seguimiento en la subida de los materiales virtuales ,más o menos satisfecho ,más disponibilidad al hacer trabajos individuales grupales ,personalmente no ,siento que los ha facilitado más aún porque en presencial los laboratorios no cuentan con progrPMas requeridos en los cursos virtuales ,mejor ya que tuve mayor tiempo para aprender y evité las horas de viaje ,acompañado ya que hay mucha participación en clase ,sí ya que los profes comprenden la situación de la virtualidad y tratan de ser interactivos con sus alumnos ,False,3.6666666666666665,4.0,4.5,4.2105263157894735,0,1,1,2,3,2,2,1,1,3,2,2,3,1.625,2.0,1.0,0.8,0.85,"Uso de repositorios académicos, Satisfacción con la virtualidad, Facilitación de aprendizajes en virtualidad","El estudiante muestra una alta coherencia entre sus respuestas cuantitativas y cualitativas. Los altos puntajes en ""Participativo"" (4.5) y ""Técnico"" (4.0) se reflejan en comentarios sobre el uso de Google Académico y repositorios, así como en la percepción de facilitación de aprendizajes en entornos virtuales debido a la mayor disponibilidad de tiempo y la adaptación de los docentes. Su puntaje ""Crítico"" (3.66) es moderadamente alto, alineándose con el juicio de utilidad de los resultados de búsqueda. Las sugerencias de mejora, aunque presentes, no empañan el sentimiento general positivo y empoderado, lo que se traduce en un alto índice de coherencia.",0,0,0,1.0,1.75,2.0,False
STU_0426,UNMSM,,,,,4.0,,,,2.0,4.0,4.0,4.0,4.0,,4.0,,3.0,,4.0,4.0,4.0,4.0,,2,5,5,5,2,4,3,4,2,4,No,Nunca,No,Alto,2,2,3,2,1,1,1,1,1,2,1,4,,sí tener un buen criterio para escoger información digital me ayuda a comprender el curso ,Utiliza la IA para verificar la veracidad del contenido y comparo con otras fuentes ,dificultad en el idioma del contenido ,más seguro con las herrPMientas actuales ,un manual o guía para usar la plataforma virtual donde se lleva el curso ,se me es muy sencillo  ,no ha sido muy gratificante ,solo los problemas de conexión ,sí porque ya no me preocupo por aprender cómo usar la plataforma  ,de forma negativa porque no es igual a presencial ,aislado no es igual a llevar cursos presenciales ,sí porque no solo se socializa sino que se puede aprender mejor de ellos ,False,3.6666666666666665,3.8333333333333335,3.6,3.6818181818181817,0,2,2,3,2,1,1,1,1,1,2,1,4,1.625,1.5,1.5,0.6,0.8,"Verificación de información digital, Adaptación a plataformas virtuales, Experiencia de aprendizaje en línea","El estudiante muestra una coherencia notable entre sus respuestas cuantitativas y cualitativas. Sus scores promedio en ""Crítico"" y ""Técnico"" (superiores a 3.6) se alinean con la mención de utilizar IA para verificar contenido y sentirse más seguro con herramientas actuales. La ambivalencia se observa en el aspecto ""Participativo"", donde aunque el score es decente, algunas respuestas expresan frustración por la falta de interacción presencial (BP2, BP3) mientras que otras reconocen el valor de la socialización en línea (BP4). El ""Riesgo"" BAJO se refuerza con la afirmación de ""más seguro con las herramientas actuales"", aunque la mención de ""dificultad en el idioma"" podría sugerir un área de mejora a pesar de su nivel técnico general.",0,0,0,1.0,2.25,1.5,False
STU_0427,UNMSM,,,,3.0,4.0,4.0,3.0,,3.0,,3.0,4.0,3.0,4.0,3.0,,4.0,4.0,4.0,3.0,4.0,,3.0,4,3,3,5,5,3,3,5,5,3,No,Nunca,No,Alto,5,4,4,3,4,3,5,4,3,5,4,4,,no más bien me ha ayudado en buscar información y discernir cuál es la información óptima ,Busco en lugares confiables como la biblioteca de la Universidad hay mucha información  ,Que la mayoría estén int que la mayoría está en internet y a veces están alteradas esas informaciones ,cuando la información es de la internet como la Wikipedia ,las prácticas como laboratorio que son factibles si es en modo virtual  ,no recuerdo muy bien ,mucha siempre he trabajado en trabajos grupales me ha facilitado mucho  ,el internet y el turnitin ,las IA me han facilitado en buscar información , mucho porque es más fácil de participar y atender al profesor ,si un poco, sí porque al tener al docente en presencial tienes ganas de prestar atención ,False,3.375,3.625,3.9,3.6538461538461537,1,5,4,4,3,4,3,5,4,3,5,4,4,2.5,4.0,2.5,0.7,0.8,"Búsqueda de información, Confianza en fuentes, Colaboración virtual y presencial","El estudiante muestra un sentimiento académico mayoritariamente positivo, destacando el apoyo de las herramientas digitales y la colaboración. La coherencia general es alta, ya que sus respuestas abiertas refuerzan los puntajes cuantitativos, especialmente en las áreas de participación y uso técnico. Existe una ligera ambigüedad en la percepción de la confiabilidad de la información en internet (BC3), pero en general, sus comentarios validan su nivel de competencia en alfabetización mediática, a pesar de identificar un riesgo alto en su perfil general.",0,0,0,1.0,4.0,4.0,False
STU_0428,UNMSM,,,,4.0,,,,3.0,5.0,4.0,4.0,4.0,,,3.0,3.0,4.0,,3.0,4.0,4.0,,2.0,2,5,3,4,3,4,5,2,2,1,No,Nunca,No,medio,1,1,2,1,3,3,1,2,3,1,3,3,,no en su totalidad ya que igual existen repositorios confiables digitales como la biblioteca de la Universidad ,Debo corroborar si el sitio en donde encontré dicha información es confiable y ya se había hablado del tema en otro foro ,pues no muchas en internet se puede saber la veracidad de la información indagando un poco ,en la comodidad de mi casa ya que tengo control de sitios a los que suelo visitar para encontrar información correcta ,no se me ocurre ,Tranquila ,Manejable ,Ninguno ,sí un poco ,he mejorado académicPMente ,más o menos ,de alguna forma ,False,4.0,3.2857142857142856,3.1,3.391304347826087,0,1,1,2,1,3,3,1,2,3,1,3,3,1.375,2.375,1.0,0.6,0.8,"Veracidad de la información, Confianza en fuentes digitales, Hábitos de búsqueda de información","El estudiante demuestra una buena coherencia entre sus respuestas cuantitativas y cualitativas. Sus puntuaciones en 'Crítico' son altas, lo que se refleja en su énfasis en verificar la veracidad de la información y la confiabilidad de las fuentes digitales. Si bien su puntuación 'Técnico' es moderada, sus respuestas cualitativas indican una conciencia sobre la importancia de estos aspectos, aunque no necesariamente una maestría técnica. El sentimiento académico es ligeramente positivo, sugiriendo que está experimentando mejoras y se siente relativamente cómodo con el proceso de búsqueda de información.",0,0,0,1.0,1.25,2.375,False
STU_0429,UNMSM,,,,4.0,4.0,,4.0,,3.0,3.0,4.0,3.0,4.0,4.0,,4.0,,,4.0,3.0,3.0,3.0,4.0,2,2,3,4,4,3,3,4,4,3,Sí,En dos o más,No,medio,4,3,3,2,3,3,3,4,1,3,4,3,,sí me ayudó a mejorar en los otros cursos y en mi investigación ,Consulto con la IA generativa y artículos académicos la información no doy por veraz nada ,regular las fuentes no suelen estar en el idioma local,más seguro de forma digital ,Ninguna ,agradable y enriquecedora en información de múltiples temas ,no suelo participar ,hasta el momento no salvo la red de internet  ,facilitan muchas actividades en el ámbito de aprendizaje ,al momento no encuentro sentido ,acompañado por mis PMigos ,Ninguna ,False,3.625,3.571428571428572,3.2,3.44,1,4,3,3,2,3,3,3,4,1,3,4,3,3.25,3.0,4.0,0.6,0.75,"Verificación de información, Acceso a recursos, Participación digital","El estudiante muestra un sentimiento académico mayormente positivo, con scores de nivel medio-alto en las dimensiones Crítico y Técnico, sugiriendo una buena comprensión de los aspectos de alfabetización mediática. Sin embargo, la baja puntuación y la respuesta cualitativa en la dimensión Participativo indican una brecha entre la capacidad percibida y la acción. La coherencia general es buena, especialmente en la crítica de la información (BC2, BC3), lo que se alinea con sus puntuaciones.  La ambivalencia en la participación digital (BT3, BP2) y la mención de amigos (BP3) matizan un poco la coherencia total.",1,2,0,1.0,3.0,3.0,False
STU_0430,UNMSM,,,,3.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,,4.0,4.0,,3.0,3.0,3.0,4.0,3.0,,3.0,4.0,3,3,3,3,3,4,4,5,2,4,No,Nunca,No,medio,3,1,2,3,4,4,3,4,5,3,2,2,,definitivPMente pues la calidad de la lata influye en la calidad del trabajo ,La fuente ,la poca veracidad ,para mi tesis ,una suscripción en coursera o udemy ,Utiles ,buena ,No ,sí es una buena manera de aprender ,buena ,aislado el no estar en contacto directo ,sí porque es más cómoda desde casa sin estrés  ,False,3.4444444444444446,3.375,3.4,3.4074074074074074,0,3,1,2,3,4,4,3,4,5,3,2,2,1.875,3.375,1.0,0.7,0.8,"Calidad de la información, Aprendizaje online, Comodidad del aprendizaje","El estudiante demuestra una coherencia razonable en sus respuestas. Los puntajes cuantitativos se sitúan en un nivel intermedio-alto en las dimensiones Crítico, Técnico y Participativo, lo que sugiere una apreciación general de la alfabetización mediática. Las respuestas cualitativas, aunque a veces breves, se alinean con estos puntajes: menciona la 'calidad de la lata' (posiblemente refiriéndose a la fuente o contenido) y la 'poca veracidad' (crítico), así como opciones de aprendizaje online como Coursera/Udemy (técnico/participativo) y la comodidad de estudiar desde casa (participativo). El sentimiento académico es predominantemente positivo, con alguna mención de desafíos como el 'aislado' en el aprendizaje. El índice de coherencia es alto porque no hay contradicciones claras entre las puntuaciones y las respuestas abiertas.",0,0,0,1.0,2.25,3.375,False
STU_0431,UNMSM,,,,4.0,4.0,4.0,3.0,4.0,,2.0,3.0,,4.0,3.0,,,2.0,4.0,3.0,4.0,4.0,,2.0,4,4,5,5,5,5,2,2,3,4,No,En dos o más,No,medio,3,2,4,2,2,2,2,1,2,2,3,1,,no mucho generalmente depende de la capacidad de retención ,Revisó la fuente para confirmar si es fiable luego busco al menos otras 3 fuentes que den la razón al artículo original ,ninguna generalmente todo el material lo tengo disponible ,En Google scholar siempre es una buena fuente de material de investigación o lectura ,quizás un curso cercano al inicio del ciclo 1 de ahí de ahí no se me ocurre nada ,la verdad es que no he probado mucho principalmente porque los profesores tPMpoco las mencionan mucho ,bastante buena en general ,hasta el momento ninguno como comento no tengo experiencias negativas porque casi no tengo experiencias ,no tanto las plataformas suelen ser muy intrusivas ,no mucho generalmente me Centro en terminar el curso sin importar esos desarrollos ,no en general me siento bastante cómodo ,tal vez aunque no me siento particularmente incómodo con la idea de trabajar en solitario ,False,3.5,3.142857142857143,3.9,3.56,1,3,2,4,2,2,2,2,1,2,2,3,1,2.625,1.875,1.5,0.6,0.7,"Fuentes de información, Participación en plataformas digitales, Desarrollo de habilidades tecnológicas","El estudiante muestra una coherencia moderada. Sus respuestas cualitativas sugieren una actitud algo pasiva o cautelosa hacia la participación activa en plataformas digitales ('no mucho', 'no tanto') y un enfoque en la retención de información, lo cual se alinea parcialmente con un puntaje 'Participativo' de 3.9, indicando una disposición pero quizás con reservas. Sus estrategias para verificar fuentes (BC2) y la mención de Google Scholar (BC4) son coherentes con un nivel crítico aceptable (3.5). La baja mención de experiencias con tecnologías y su uso por parte de los profesores (BT2, BT4) podría sugerir un menor desarrollo técnico (3.14), pero no hay una contradicción explícita. El sentimiento académico es moderadamente positivo, con un reconocimiento de la utilidad de fuentes académicas pero también una percepción de las plataformas como intrusivas.",0,2,0,1.0,2.75,1.875,False
STU_0432,UNMSM,,,,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3,3,4,4,4,4,5,3,3,3,No,Nunca,No,medio,2,2,2,2,3,3,2,3,3,3,4,4,,no aumento tengo más herrPMientas ,La analizo con distintos progrPMas ,Ninguna ,en todas ,el apoyo técnico en una suscripción en Santander ,buena  ,mala ,no ,sí mucho más tiempo para hacer ,mejoro estuve más libre ,acompañado estudio en grupo ,sí porque es importante para un mejor estudio ,False,3.7,3.6,3.6,3.633333333333333,0,2,2,2,2,3,3,2,3,3,3,4,4,1.75,3.125,1.5,0.8,0.7,"Herramientas digitales, Apoyo técnico, Colaboración en grupo","El estudiante muestra un sentimiento académico predominantemente positivo, evidenciado por la mejora en su tiempo de estudio y libertad para realizar tareas. Los puntajes cuantitativos en ""Critico"", ""Tecnico"" y ""Participativo"" son moderadamente altos (alrededor de 3.6-3.7), lo que se alinea bien con sus respuestas cualitativas sobre el aumento de herramientas y la mejora en el estudio.  La mención de ""ninguna"" como dificultad (BC3) y la afirmación de que ""en todas"" (BC4) se aplican, junto con la experiencia positiva de estudiar en grupo (BP3), refuerzan esta coherencia. Sin embargo, la mención de apoyo técnico ""bueno"" (BT2) y ""malo"" (BT3) introduce una ligera ambigüedad que podría reducir la coherencia total a un nivel de 0.7.",0,0,0,1.0,2.0,3.125,False
STU_0433,UNMSM,,,,4.0,3.0,,4.0,3.0,3.0,,4.0,3.0,,3.0,3.0,,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4,4,4,3,4,4,4,3,4,3,No,Nunca,No,medio,3,2,3,3,3,4,3,3,3,2,2,3,,sí para reconocer que hay curso me parecen más completos ,Busco en otras fuentes y compruebo si dice lo mismo ,no reconocer a los autores o nombres ,fuentes confiables y populares o recomendadas ,progrPMación básica en Python ,bien no son muy complicadas ,bien todo dentro de lo esperado ,mala señal y lentitud de ejecución ,sí sé cómo sacarle provecho a las herrPMientas desde mi hogar ,pues tengo formas de continuar cuando no hay presencia calidad ,"No, mantengo comunicación con mis compañeros ",sí me aconsejaban ,False,3.4285714285714284,3.333333333333333,3.7,3.5,0,3,2,3,3,3,4,3,3,3,2,2,3,2.125,2.875,1.5,0.7,0.75,"Verificación de fuentes, Habilidades técnicas, Colaboración y apoyo","El estudiante muestra un nivel de coherencia bueno, con un sentimiento académico mayormente positivo. Los datos cuantitativos sugieren un rendimiento sólido en las dimensiones Crítica, Técnica y Participativa, con un riesgo bajo. Las respuestas cualitativas refuerzan esta idea, indicando estrategias de verificación de información (BC2), reconocimiento de la necesidad de fuentes confiables (BC4) y habilidades para aprovechar herramientas tecnológicas (BP1). Si bien hay alguna mención de dificultad con la señal o lentitud (BT4), esto no parece mermar significativamente su confianza general. La principal área de posible mejora y la que más desentona ligeramente con sus puntajes más altos es en el reconocimiento de autores (BC3), que podría indicar una oportunidad de profundizar en la atribución y autoría de la información, aunque no genera una contradicción flagrante con sus puntajes.",0,0,0,1.0,2.75,2.875,False
STU_0434,UNMSM,,,,4.0,,4.0,,4.0,5.0,4.0,4.0,4.0,4.0,4.0,,4.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,3,4,5,5,2,4,4,4,4,4,No,Nunca,No,Alto,2,2,2,2,2,2,4,2,3,4,3,4,,sí porque de esa manera puedo tomar mejores decisiones a la hora de elegir fuentes de información ,Reviso en más de una fuente además lo paso por la IA para qué me liste todos los sitios en donde aparece ,a veces algunos artículos antiguos no aparecen en ningún lado en internet ,cuando me proporcionan las fuentes ,un curso introductorio ,muy buena sencilla y satisfactoria ,satisfactoria  ,no,No Porque se me facilita ,lo facilita ,Acompañado ,sí porque es un apoyo ,False,4.125,3.6666666666666665,3.9,3.888888888888889,0,2,2,2,2,2,2,4,2,3,4,3,4,1.5,3.0,1.5,0.8,0.85,"Evaluación de fuentes, Verificación de información, Apoyo en el aprendizaje","El estudiante muestra una alta coherencia entre sus respuestas cuantitativas y cualitativas. Los puntajes en 'Crítico' y 'Participativo' son sólidos, reflejando un enfoque proactivo en la evaluación de información y la búsqueda de apoyo. Las respuestas abiertas detallan estrategias concretas para tomar mejores decisiones sobre fuentes y mencionan la utilidad de la IA como herramienta de verificación, lo cual se alinea bien con el puntaje crítico. La percepción de que los artículos antiguos pueden no encontrarse en línea sugiere una comprensión matizada de la información digital. La preferencia por un aprendizaje acompañado y la facilitación del proceso también apoyan los puntajes positivos en las dimensiones evaluadas. El sentimiento académico es predominantemente positivo, indicando empoderamiento y satisfacción con las herramientas y estrategias disponibles.",0,0,0,1.0,2.0,3.0,False
STU_0435,UNMSM,,,,4.0,,,3.0,4.0,4.0,3.0,4.0,,4.0,,4.0,3.0,,4.0,4.0,,4.0,4.0,1.0,2,4,4,4,4,5,4,4,4,4,No,Nunca,No,medio,2,2,2,2,3,2,2,3,4,2,2,4,,sí ya que me permite obtener información más importante en estos trabajos ,Se compruebe el autor ,no pude encontrar al autor ,cuando hay información escasa ,cursos en el manejo de herrPMientas ,buena  ,no suelo participar , no por el momento ,facilitado ya que me facilita el dominio de herrPMientas ,aprendiendo más sobre herrPMientas virtuales ,no me he sentido aislado debido a la participación de los compañeros ,sí ya que la clase del profesor es muy motivadora ,False,3.7142857142857135,3.4285714285714284,3.9,3.7083333333333335,0,2,2,2,2,3,2,2,3,4,2,2,4,1.75,2.75,1.5,0.7,0.75,"Uso de herramientas tecnológicas, Búsqueda y verificación de información, Participación y aprendizaje colaborativo","El estudiante muestra un sentimiento académico mayormente positivo, especialmente en lo referente a la participación, lo cual se refleja en un score alto en 'Participativo'. Si bien tiene una puntuación moderada en 'Crítico' y 'Técnico', las respuestas cualitativas, como la búsqueda de información importante en trabajos y la dificultad para verificar al autor, sugieren áreas de mejora en pensamiento crítico. La ambivalencia en la participación ('no suelo participar' vs. 'no me he sentido aislado debido a la participación de los compañeros') y la mención de la necesidad de cursos en el manejo de herramientas ('cursos en el manejo de herrPMientas') indican una coherencia moderada a buena, con una ligera tendencia a la positividad y a la búsqueda activa de aprendizaje, aunque con algunos puntos de inconsistencia o generalidad.",0,0,0,1.0,2.0,2.75,False
STU_0436,UNMSM,,,,,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,2,1,2,1,2,1,3,1,1,2,No,Nunca,No,Alto,1,1,1,1,1,1,1,1,3,1,3,1,,No ,Sí pero previa revisión de fuentes ,diseño de desarrollo web ,verifico el origen de la página ,Capacitaciones ,son fáciles de usar ,Sí ,No ,sí es más fácil investigar cuando conoce esa herrPMienta ,he mejorado ,acompañado porque dejan trabajos en grupo ,sí es más fácil participar de manera virtual ,False,3.6666666666666665,3.6,1.6,2.931034482758621,0,1,1,1,1,1,1,1,1,3,1,3,1,1.0,1.5,1.0,0.7,0.7,"Verificación de Fuentes, Facilidad de Uso Tecnológico, Colaboración Virtual","El estudiante muestra una coherencia moderada a alta. Sus respuestas abiertas sugieren un enfoque cauteloso y reflexivo hacia la información (BC2, BC4), lo cual se alinea con sus puntuaciones intermedias en 'Crítico' y 'Técnico'. Sin embargo, su baja puntuación en 'Participativo' contrasta con algunas respuestas que indican facilidad en la participación virtual (BP4) y la mejora en su desempeño (BP2). El sentimiento académico general es positivo, con una apreciación por la capacitación y la facilidad de uso de herramientas, lo que indica un compromiso con el aprendizaje en alfabetización mediática.",0,0,0,1.0,1.0,1.5,False
STU_0437,UNMSM,,,,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2,3,3,4,4,4,4,2,4,4,No,Nunca,No,medio,3,3,4,3,2,2,2,2,2,1,2,3,,sí ha influido ya que al no tener algunos conocimientos claros puedo cometer el error de hacer un mal análisis ,Verifica de qué página web está en publicación y el autor lo verifica si posee experiencia ,hasta el momento en ninguna dificultad ,cuando es recomendada por PMigos de confianza ,alguna guía ,estoy conforme con la plataforma ,mi experiencia ha sido bastante confortable ,no tuve ningún problema ,sí me han facilitado porque tempo PMplio conocimiento en las herrPMientas ,bastante mejor ,no realmente ,un poco ,False,3.8,3.6,3.4,3.6,0,3,3,4,3,2,2,2,2,2,1,2,3,2.375,2.0,2.0,0.7,0.65,"Análisis Crítico de Información, Verificación de Fuentes, Habilidades Digitales","El estudiante muestra un nivel de coherencia moderado. Los puntajes cuantitativos sugieren un dominio intermedio en las áreas de pensamiento crítico y técnico, con una participación algo menor. Cualitativamente, reconoce la importancia del análisis crítico y la verificación de fuentes (BC1, BC2), lo que se alinea con su puntaje 'Critico'. Sin embargo, algunas respuestas cualitativas como 'no realmente' (BP3) y 'un poco' (BP4) para las preguntas sobre facilitación y mejoría en habilidades digitales (BP1-BP4) generan cierta ambivalencia respecto a su puntaje 'Participativo' y 'Técnico', sugiriendo que aunque se siente cómodo (BT2, BT3), aún percibe áreas de mejora o no ha alcanzado un nivel de empoderamiento completo en todas las herramientas.",0,0,0,1.0,3.25,2.0,False
STU_0438,UNMSM,,,,,,,,,5.0,3.0,,,,,,,,,4.0,,,,1.0,3,5,5,5,1,5,5,5,5,5,Sí,Nunca,No,Alto,1,3,1,5,1,1,1,1,1,1,1,1,,No ,Revisó la fuente de la información y contrastó con otras ,   ninguna dificultad ya que comparo con otras fuentes ,no he sentido inseguridad al evaluar contenido digital ,facilidad de internet ,he tenido buena experiencia  ,experiencia productiva ya que se intercPMbia información ,si tuve problemas pero se solucionó en el momento ya que tengo conocimiento de soporte técnico ,sí ya que la información ahora es digital ,da facilidad y ahorra de tiempo facilidad al escuchar la clase bien cómodo en casa ahorro de tiempo por el tráfico en Lima ,me sentí acompañado ya que estoy con mi fPMilia ,sí influye no perder la interacción con ellos ,False,4.0,2.5,4.4,4.071428571428571,1,1,3,1,5,1,1,1,1,1,1,1,1,2.25,1.0,4.0,0.8,0.85,"Evaluación de Fuentes, Soporte Técnico, Beneficios de la Digitalización","El estudiante muestra una alta coherencia entre sus respuestas cuantitativas y cualitativas. Los altos puntajes en 'Crítico' y 'Participativo' se ven respaldados por respuestas que detallan la revisión de fuentes y la valoración del intercambio de información. Aunque el puntaje 'Técnico' es moderado, su respuesta sobre la resolución de problemas técnicos sugiere una autopercepción de competencia que, si bien no es experta, es funcional. El sentimiento académico general es positivo, reflejando una adaptación y aprovechamiento de las herramientas digitales para el aprendizaje y la conexión personal.",1,0,0,1.0,2.5,1.0,False
STU_0439,UNMSM,,,,4.0,4.0,4.0,,4.0,4.0,4.0,2.0,4.0,,,4.0,,,,,,4.0,,3.0,4,4,4,5,2,5,4,2,2,2,No,Nunca,No,medio,3,1,4,3,2,2,2,2,2,2,3,2,,sí debido a que habían excepciones dónde había información contradictoria o que no entendía  ,Lo reviso en otras fuentes o herrPMientas académicas software  ,baja debido a la excelente calidad de información que brindan los docentes  ,en todos los entornos me he sentido seguro debido a la alta calidad de información que brindan los docentes  ,El apoyo formativo de enseñar adecuadPMente plataformas de colaboración de código como github ,muy buena debido a la poca complejidad de la plataforma  ,Buena ,sí como el almacenPMiento local tuve que gestionar un espacio en mi memoria  ,me han facilitado ya que sé de más funcionalidades ,de una buena manera ya que motiva a seguir aprendiendo ,no en los cursos donde puedo manifestar mis dudas depende de la metodología de profesor ,sí debido a que aprendo más si el docente ofrece retroalimentación ,False,3.75,3.6666666666666665,3.4,3.571428571428572,0,3,1,4,3,2,2,2,2,2,2,3,2,2.125,2.125,1.0,0.7,0.85,"Calidad de la información docente, Gestión de la información, Retroalimentación y aprendizaje","El estudiante muestra una coherencia notable entre sus respuestas cualitativas y cuantitativas. Los puntajes medios/altos en 'Crítico' y 'Técnico' se alinean con sus respuestas sobre la revisión de información en otras fuentes y la gestión de almacenamiento. La mención de 'baja' dificultad técnica en BT2, a pesar de un puntaje técnico de 3.66, podría indicar una ligera discrepancia, pero es menor. El sentimiento académico es predominantemente positivo, reforzado por la alta calidad percibida de la información y el apoyo docente, aunque con matices en la participación y la retroalimentación en BP3 y BP4 que podrían ser áreas de mejora para elevar aún más su empoderamiento.",0,0,0,1.0,2.75,2.125,False
