ID_Estudiante,Universidad,Edad,Sexo,Semestre,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,A1_Interrupcion,A2_Desaprobados,A3_Retirados,A4,A5_Dificultad,A6_Consideracion_Abandono,A7_Exigencia,A8_Retrasos,L1,L2,L3,L4,L5,L6,L7,L8,Calidad_Percibida,BC1,BC2,BC3,BC4,BT1,BT2,BT3,BT4,BP1,BP2,BP3,BP4,Flag_Inconsistencia,Score_Critico,Score_Tecnico,Score_Participativo,Score_AMI_Global,Riesgo_Total,A5_Dificultad_num,A6_Consideracion_Abandono_num,A7_Exigencia_num,A8_Retrasos_num,L1_num,L2_num,L3_num,L4_num,L5_num,L6_num,L7_num,L8_num,Score_Riesgo_Academico,Score_Riesgo_LMS,Score_Riesgo_Continuidad,Sentimiento_Academico,Indice_Coherencia,Etiquetas_Tematicas,Analisis_Cuali
STU_0153,UNI,,,,4.0,3.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,,3.0,1.0,3.0,3.0,4.0,1.0,3.0,4.0,3.0,3.0,3,5,4,3,1,3,3,4,3,4,No,Nunca,No,medio,1,1,1,1,3,3,2,1,2,1,1,3,,lo comparo diferentes paginas,poca,si,sitios digitales y sitios .edu,Sin respuesta.,"si, caidas de internet, usando datos",el dominio de herramientas digitales facilitan las cosas,tutoriales mas detallados sobre el uso avanzando de la plataforma,"positivo en foros por el debate, pero complejo en trabajos grupales","a veces aislado, la falta de contacto fisico hace que la comunicacion se sienta distante","si , cuando el profesor responde rapido y los alumnos estan activos","mejora mi compromiso, me mantiene al dia",False,3.6666666666666665,2.8,3.3,3.2413793103448274,0,1,1,1,1,3,3,2,1,2,1,1,3,1.25,2.0,1.0,0.6,0.7,"Evaluación de Fuentes, Competencia Digital, Participación en Línea","El estudiante muestra una coherencia moderada a alta. Sus puntajes en 'Crítico' y 'Participativo' son aceptables, lo cual se refleja en respuestas cualitativas que indican un esfuerzo por comparar fuentes ('BC1') y una valoración mixta de la participación en línea, reconociendo tanto sus beneficios (debates) como sus desafíos (complejidad en trabajos grupales, distancia física). El puntaje 'Técnico' es el más bajo, pero no contradice directamente sus respuestas, aunque tampoco las refuerza explícitamente, ya que solo menciona la importancia de herramientas digitales y solicita tutoriales. El nivel de 'Riesgo' BAJO sugiere que sus percepciones generales se alinean con un desempeño adecuado."
STU_0154,UNI,,,,,4.0,,3.0,3.0,5.0,,4.0,,4.0,,,,4.0,4.0,,,,4.0,4.0,5,5,3,5,1,2,5,5,5,5,No,Nunca,No,Alto,1,1,1,1,1,1,1,3,1,1,2,1,,"las fuentes mas que nada, uso papers cientificos",-,"no, se manejar la situacion",cuando no es un papers,buenas me ayudan mucho,"si, por ejemplo el mal internet o problemas de mis dispositivos","si, algunas veces no se utilizan bien",mayor informacion de parte de mis maetsros,buena,la verdad me siento normal,si algunas veces la explicacion es mas personalizada,supongo que buena porque no me ha afectado.,False,3.8333333333333335,4.0,4.1,4.0,0,1,1,1,1,1,1,1,3,1,1,2,1,1.0,1.375,1.0,0.7,0.85,"Fiabilidad de fuentes, Obstáculos técnicos, Apoyo docente","El estudiante muestra una coherencia alta. Sus puntuaciones cuantitativas en las dimensiones Crítico, Técnico y Participativo son sólidas, especialmente la participativa y técnica. Cualitativamente, alude a la importancia de fuentes fiables como 'papers científicos' (BC1), lo que se alinea con un buen puntaje crítico. Reconoce obstáculos técnicos (BT2) y la necesidad de mayor información de sus maestros (BT4), lo cual se refleja en puntajes técnicos y participativos elevados y un sentimiento general de ser capaz de manejar situaciones (BC3, BC4). Aunque el sentimiento académico es mayormente positivo, hay matices de mejora y dependencia del apoyo externo, lo que lo aleja de la coherencia total pero lo mantiene muy alineado."
STU_0155,UNI,,,,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,,,,2.0,1,4,4,5,1,5,5,2,5,5,No,Nunca,No,,3,3,3,3,3,3,3,3,3,3,3,3,,segun el link y la informacion la contrasto con otras fuentes,ninguna,"No, ya que usualmente en los cursos se usan libros virtuales",en examenes,buenas,"no, pero en todo caso con informacion de internet","si, ahora uso mas internet o libros virtuales para la informacion",una clase o introduccion,buena,distraccion por estar en casa,no ya que e smuy poca,pues con mayor informacion o encontrarla mas rapido,False,3.6,3.142857142857143,3.7,3.5185185185185186,0,3,3,3,3,3,3,3,3,3,3,3,3,2.0,3.0,2.0,0.7,0.7,"Verificación de información, Fuentes de información, Acceso a recursos digitales","El estudiante muestra un sentimiento académico generalmente positivo, con un puntaje de 'Participativo' alto y una percepción de 'Riesgo' BAJO, lo que sugiere confianza en sus habilidades. Las respuestas cualitativas indican una clara comprensión de la importancia de contrastar información (BC1) y utilizar fuentes digitales como internet y libros virtuales (BT3). Aunque algunas respuestas son breves o genéricas (BT2, BT4), no contradicen los puntajes cuantitativos. El índice de coherencia es moderado-alto, reflejando una buena alineación entre sus acciones declaradas y sus calificaciones, aunque hay espacio para una mayor especificidad en algunas áreas."
STU_0156,UNI,,,,4.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,3,4,4,3,5,4,2,2,4,3,No,En un Curso,No,bajo,3,2,4,2,2,2,3,2,2,3,3,4,,paginas confiables y por comentarios,a veces dificulta corroborar la veracidad por ser de libros en ingles,"si, en el desempeño por la dificultad de mantener la constancia de estudio",mas seguro cuando lo envia un profesor de peso con tiempo en la enseñanza,"normal, nada sorprendente que no pueda ser obtenido presencialmente",temas de subida de archivos algunas veces. esperar que el tecnico encargado soluciones,"facilitado, al tener el conocimiento basico  y la interfaz intuitiva es de mucha ayuda",asesoria personalizada,"normal, el mayor problema general es la comunicacion","asilado, a veces suele ser dificil dar un paso ante alguna duda, por el ambiente en el que nadie pregunta","si, por hablar con compañeros pude superar ese deficit en algunas clases",para consideraciones y hacerme notar al profesor,False,2.8,3.4,3.4,3.2,0,3,2,4,2,2,2,3,2,2,3,3,4,2.625,2.625,1.5,0.6,0.7,"Verificación de información, Apoyo docente y compañeros, Desafíos técnicos y de comunicación","El estudiante muestra una coherencia moderada. Los puntajes técnicos y participativos son decentes (3.4), lo que se refleja en sus comentarios sobre la interfaz intuitiva (BT3) y la ayuda de compañeros (BP3). Sin embargo, su bajo puntaje crítico (2.8) se alinea con las dificultades mencionadas para corroborar la veracidad de información en inglés (BC2) y la preferencia por fuentes con 'peso' y tiempo en la enseñanza (BC4), sugiriendo una dependencia de la autoridad. A pesar de mencionar la 'comunicación' como un problema general (BP1) y sentirse 'aislado' (BP2), también señala la importancia de la interacción para superar déficits (BP3) y hacerse notar (BP4), indicando una ambivalencia entre la frustración y la búsqueda de soluciones."
STU_0157,UNI,,,,3.0,,,4.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,,4.0,3.0,,2.0,3.0,2,3,4,5,5,4,4,3,2,2,Sí,Nunca,No,bajo,4,4,5,4,2,4,1,4,4,4,4,4,,busco en fuentes confiables de articulos academicos,algunos carecen de clara bibliografia,"no, he pedido a ayudo a compañeros y he salido del problema","cuando no hay informacion de fuentes confiables a pesar de buscarlas en consultores de ayuda recomendados como ""confiables""",algo complicada por la falta de capacitacion para su uso,no,"si, por mi poco acceso a las plataformas antes de los cursos",cursos de capacitacion de forma paralela,complicacion por el simple hecho de ser virtual,aislado porque el propio entorno es asi,si el apoyo de mis compañeros,mi poca participacion me ha llevado a tener malos resultados,False,3.75,3.0,3.4,3.3846153846153846,1,4,4,5,4,2,4,1,4,4,4,4,4,3.625,3.375,4.5,0.4,0.65,"Búsqueda de información confiable, Desafíos tecnológicos y acceso, Importancia del apoyo colaborativo","El estudiante presenta una coherencia moderada. Sus puntuaciones cuantitativas en ""Critico"" (3.75) y ""Participativo"" (3.4) sugieren una capacidad y disposición para interactuar con los medios, lo cual se alinea con su búsqueda de fuentes confiables (BC1) y la valoración del apoyo de compañeros (BC3, BP3). Sin embargo, el ""Riesgo ALTO"" y las respuestas cualitativas sobre la ""falta de capacitación"" (BT1), ""poco acceso a plataformas"" (BT3), y la complicación del entorno virtual (BP1, BP2) indican desafíos significativos. La contradicción surge en que, a pesar de las dificultades, sus puntuaciones no son consistentemente bajas, especialmente en el aspecto crítico. El sentimiento académico es moderadamente positivo, pero teñido por la frustración de las barreras encontradas."
STU_0158,UNI,,,,4.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2,3,2,2,2,1,2,2,2,3,Sí,En un Curso,No,medio,2,2,1,1,3,2,2,2,1,1,2,1,,comparo varias fuentes antes de usar una,algunas paginas tenian informacion incompleta,aprendi a investigar mejor,inseguridad en las redes sociales,fue aceptable en general,tuve problemas para subir tareas y pedir ayuda,mis habilidades tecnologicas ayudaron bastante,mas soporte tecnico durante los examenes,los foros ayudan a compartir ideas,a veces me senti aislado por estudiar solo,si porque la comunicacion motiva,participar mas me volvio mas responsable,False,3.2,2.4,2.1,2.566666666666667,1,2,2,1,1,3,2,2,2,1,1,2,1,2.25,1.75,3.5,0.6,0.7,"Desarrollo de habilidades de investigación, Desafíos técnicos y soporte, Importancia de la interacción social en el aprendizaje","El estudiante muestra un nivel de coherencia moderadamente alto. Si bien los puntajes en las dimensiones 'Técnico' y 'Participativo' son bajos, las respuestas cualitativas revelan una comprensión de las áreas de mejora y un reconocimiento de los beneficios de la interacción.  La autopercepción de tener buenas habilidades tecnológicas contrasta ligeramente con los problemas reportados para subir tareas, pero el puntaje 'Crítico' moderado y la mención de comparar fuentes sugieren una inclinación hacia el pensamiento crítico en línea. El índice de coherencia se ve afectado por la ligera discrepancia entre las habilidades técnicas percibidas y la experiencia práctica reportada, así como por la necesidad de más soporte técnico."
STU_0159,UNI,,,,4.0,4.0,3.0,4.0,2.0,4.0,4.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,4,4,4,4,2,4,4,4,4,4,No,Nunca,No,medio,2,1,1,1,1,1,2,2,1,1,1,1,,reviso si tiene citas o referencias,me confundia con informacion contradictoria,aprendi a diferencias mejores fuentes,uso articulos academicos,fue unabuena experiencia,algunas plataformas se cerraban solos,facilito mi experiencia en clases virtuales,mas tutoriales y soporte tecnico,buena pera algunos compañeros participan poco,me senti acompñado por mi grupo,con apoyo grupal aprendi bastante,ayudo en mi constancia,False,3.2,2.6,3.8,3.2,0,2,1,1,1,1,1,2,2,1,1,1,1,1.375,1.25,1.0,0.7,0.8,"Evaluación de fuentes, Colaboración y aprendizaje grupal, Experiencia con herramientas digitales","El estudiante muestra una coherencia alta, reflejada en un Índice de Coherencia de 0.8. Sus respuestas cualitativas, como ""aprendi a diferencias mejores fuentes"" (BC3) y ""con apoyo grupal aprendi bastante"" (BP3), se alinean bien con sus puntuaciones cuantitativas medias-altas en ""Critico"" (3.2) y ""Participativo"" (3.8). El sentimiento académico es positivo (0.7), lo que se refuerza con comentarios como ""fue unabuena experiencia"" (BT1) y ""facilito mi experiencia en clases virtuales"" (BT3). Aunque el score ""Tecnico"" es más bajo (2.6), las dificultades mencionadas (BT2) y la solicitud de ""mas tutoriales y soporte tecnico"" (BT4) no contradicen directamente sus puntuaciones, sino que señalan áreas de mejora esperadas para un nivel 2.6."
STU_0160,UNI,,,,1.0,2.0,2.0,2.0,1.0,4.0,3.0,2.0,4.0,,1.0,2.0,1.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,1,2,4,2,3,2,3,2,3,5,No,Nunca,No,medio,3,1,2,3,1,1,2,1,2,4,1,3,,se busca las referencias,ninguna,no porque se busca las referencias,cuando la informacion es venida de una organizacion certificada,fortuitas,no he enfrentado,"no, senti que me ayudaron en mi formacion academica",la formacion educativa,ninguna,no habia discord o plataforma de llamada,si porque me pude abrir de otras formas e internacionalmente,de ninguna manera,False,2.3333333333333335,2.6,2.7,2.5517241379310347,0,3,1,2,3,1,1,2,1,2,4,1,3,1.875,1.875,1.0,0.6,0.4,"Verificación de fuentes, Confianza en la información, Desarrollo personal","El estudiante muestra un índice de coherencia moderado. Los puntajes cuantitativos en 'Crítico' y 'Técnico' son bajos (2.33 y 2.6 respectivamente), lo que sugiere áreas de mejora en la evaluación crítica y habilidades tecnológicas. Sin embargo, la respuesta 'BC3' (""no porque se busca las referencias"") y 'BC4' (""cuando la informacion es venida de una organizacion certificada"") indican una comprensión del valor de la verificación de fuentes, aunque no se refleja plenamente en el puntaje 'Crítico'. El sentimiento académico es moderadamente positivo, destacando el desarrollo personal ('BP3') y la formación educativa ('BT4'), pero la falta de experiencia en situaciones conflictivas ('BT2', 'BT4') y la ausencia de herramientas de colaboración ('BP2') sugieren una experiencia limitada en la práctica mediática activa."
STU_0161,UNI,,,,3.0,2.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,,2.0,4.0,3.0,4.0,4.0,3.0,4,4,3,4,5,5,3,4,5,3,No,Nunca,No,medio,2,3,2,3,2,3,2,4,2,5,2,3,,si tiene buena teoria y por las referencias,ninguna,si,a la hora de buscar informacion,experiencia buena,no,si me han facilitado,apoyo con la IA,buena,acompañado,no,forma buena,False,3.1,3.3333333333333335,4.0,3.4827586206896552,0,2,3,2,3,2,3,2,4,2,5,2,3,2.0,2.875,2.0,0.7,0.75,"Calidad de la información, Apoyo en la búsqueda, Experiencia participativa","El estudiante muestra un sentimiento general positivo hacia la alfabetización mediática, especialmente en su rol participativo, que es su punto más fuerte (4.0). Las respuestas cualitativas sugieren una valoración de la calidad de la teoría y las referencias ('si tiene buena teoria y por las referencias') y una experiencia positiva con el apoyo recibido ('apoyo con la IA', 'experiencia buena'). Aunque hay alguna ambigüedad ('ninguna' en BC2), la tendencia general es coherente con sus puntuaciones, indicando una comprensión y disposición a participar activamente. El índice de coherencia se sitúa en 0.75, reflejando una buena alineación general pero con matices."
STU_0162,UNI,,,,,2.0,,4.0,2.0,,,2.0,2.0,,,,,,,2.0,3.0,,2.0,2.0,1,3,1,1,2,3,1,1,1,1,No,En dos o más,No,Alto,1,1,1,1,1,1,1,4,4,1,1,3,,Busco fuentes u otros estudios que respalden la información.,"Ninguna, la información falsa es fácil de descubrir.","Sí, porque sino no hubiera aprendido lo necesario para pasar el curso.","Más seguro cuando el docente brinda material, menos seguro cuando no y es un tema rebuscado.","Normal, no tienen nada extraordinario, cumplen.","No, pero casi varias veces por los errores al subir archivos un tiempo limitado.","Facilitado, no se me dificulta manejarlo.",Chatbot que resuma contenido de estudio o pueda ayudar como un docente.,"No hubo foros, act. grupales o colaborativos es dividir el trabajo y unirlo al final.","Aislado, poca interacción.","No, me gusta la modalidad virtual por las comodidades, evitar el tráfico, etc.","Nada, a pesar de solo repartir los trabajos, la planificación es importante para los trabajos.",True,2.4,2.25,1.5,1.894736842105263,1,1,1,1,1,1,1,1,4,4,1,1,3,1.5,2.0,1.0,0.5,0.6,"Evaluación de fuentes, Tecnología educativa, Colaboración virtual","El estudiante muestra un sentimiento académico ambivalente, inclinándose ligeramente hacia lo neutral o levemente positivo. La coherencia entre sus respuestas cualitativas y cuantitativas es moderada. Si bien en sus respuestas abiertas indica una búsqueda activa de respaldo para la información (lo que sugeriría un nivel crítico más alto), sus puntuaciones cuantitativas en 'Critico' son de 2.4, lo cual es bajo. En el aspecto técnico, menciona dificultades pasadas con la subida de archivos, lo que se alinea con su puntuación cuantitativa de 2.25. Respecto a lo participativo, sus comentarios sobre la falta de foros y la división de trabajos en lugar de colaboración real (BP1, BP2) coinciden con su puntuación más baja (1.5), pero su preferencia por la modalidad virtual (BP3) y la importancia de la planificación (BP4) muestran una visión más pragmática que puramente negativa.  La calificación de riesgo 'BAJO' es coherente con su capacidad para gestionar la tecnología y su método de trabajo, aunque podría beneficiarse de estrategias de colaboración más profundas."
STU_0163,UNI,,,,4.0,3.0,4.0,4.0,3.0,3.0,,3.0,4.0,3.0,3.0,4.0,,4.0,3.0,,3.0,4.0,4.0,3.0,3,4,3,3,4,4,3,4,4,4,Sí,Nunca,No,medio,4,3,3,4,3,4,4,4,5,5,4,4,,Busco páginas web con referencias bibliográficas auténticas y me aseguro de que la información sea correcta.,No he tenido mucha dificultad.,Sí ha influido en mi desempeño académico y en la toma de decisiones.,Me he sentido más seguro al investigar información relacionada con mi carrera.,Una experiencia satisfactoria.,"Sí he enfrentado problemas técnicos, pero los resolví indagando e investigando.",Han facilitado mi permanencia en la modalidad virtual.,Uso de software especializado en ingeniería industrial.,Experiencia satisfactoria con el trabajo en equipo.,Acompañado con la IA.,Sí influye en la modalidad virtual con amigos y compañeros.,Ha impactado en gran medida en mi carrera universitaria.,False,3.4444444444444446,3.5,3.6,3.5185185185185186,1,4,3,3,4,3,4,4,4,5,5,4,4,3.0,4.125,4.0,0.8,0.9,"Seguridad en la investigación, Resolución de problemas técnicos, Impacto en la carrera universitaria","El estudiante muestra una alta coherencia entre sus respuestas cuantitativas y cualitativas. Los scores moderadamente altos en 'Crítico', 'Técnico' y 'Participativo', junto con la indicación de 'Riesgo ALTO' (que sugiere una disposición a afrontar desafíos), se alinean perfectamente con sus declaraciones de buscar fuentes fiables, resolver problemas técnicos mediante la investigación, sentirse más seguro académicamente e impactado positivamente en su carrera. La única ligera reserva proviene de la respuesta 'No he tenido mucha dificultad', que podría interpretarse como una subestimación de los desafíos frente a un riesgo alto, pero en general, el discurso es consistentemente positivo y proactivo."
STU_0164,UNI,,,,2.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4,2,3,3,4,2,3,4,5,3,No,En un Curso,No,medio,3,4,3,4,2,2,3,2,3,3,2,3,,verifico con un libro,el verificar e identificar el libro,si porque verifico todo,en el momento en que no sepa nada del tema,muy bien,si con colaboracion de un compañero,han facilitado ya que me ayudo a hacer mis trabajos,el mejoramiento de ppt y proyectos,muy bueno,"no fui ni aislado ni acompañado, lo atribuyo a mi forma de ser",si porque puedo ver la facilidad que puede ser la parte virtual,para ayudarme hacer informes,False,3.2,3.4,3.3,3.3,0,3,4,3,4,2,2,3,2,3,3,2,3,2.75,2.5,2.5,0.8,0.7,"Verificación de información, Colaboración y aprendizaje, Facilidad y mejora tecnológica","El estudiante muestra un sentimiento académico predominantemente positivo, con puntuaciones en las dimensiones de la alfabetización mediática (Critico, Técnico, Participativo) que oscilan entre 3.2 y 3.4, indicando un nivel de habilidad intermedio a bueno. Las respuestas abiertas refuerzan esta percepción, mencionando la verificación de información con libros, la importancia de la colaboración con compañeros y la apreciación de la facilidad que la tecnología aporta a sus trabajos y proyectos. Aunque algunas respuestas son un poco genéricas (ej. 'muy bien'), la tendencia general de sus comentarios se alinea bien con sus puntuaciones cuantitativas, sugiriendo un índice de coherencia alto, pero con espacio para mayor especificidad en sus afirmaciones para alcanzar la coherencia total."
STU_0165,UNI,,,,4.0,2.0,4.0,,3.0,,4.0,4.0,3.0,3.0,,2.0,,4.0,,2.0,2.0,,,4.0,3,2,1,1,5,3,3,5,1,3,No,Nunca,No,medio,3,1,1,2,3,1,1,1,1,1,1,1,,Mediante fuentes,Cuando diferentes fuentes se contradicen,"Sí, me ayudó en un curso demaciado y por ende decidí no retirarme",Me sentí inseguro cuando utilizaba inteligencias provenientes de país chino,"Sí, el internet, lo resolví con internet de amigos o conocidos",Han facilitado mucho,"Sí, me hubiera gustado tener talleres que hablen de IA.",Me ha sido muy buena porque no he entablado mucha conversación con otras personas.,"Aislado, en no poder recrearme socialmente.",Sin respuesta.,"Sí, porque anima mucho recrearse.",Me apoyo demasiado para asesorías.,False,3.375,2.8,2.7,2.9565217391304346,0,3,1,1,2,3,1,1,1,1,1,1,1,1.625,1.25,1.0,0.6,0.75,"Uso de Fuentes y Verificación, Impacto de la Tecnología en el Aprendizaje y lo Social, Ansiedad Tecnológica y Brecha Digital","El estudiante muestra una coherencia moderada a alta. Sus respuestas cualitativas reflejan un uso práctico de la alfabetización mediática, especialmente en la verificación de información ('Mediante fuentes', 'Cuando diferentes fuentes se contradicen') y en cómo la tecnología ha impactado positivamente su aprendizaje ('me ayudó en un curso demaciado'). Sin embargo, sus puntuaciones técnicas y participativas son más bajas, lo que se alinea con la mención de sentirse 'inseguro cuando utilizaba inteligencias provenientes de país chino' y con la percepción de aislamiento social ('Aislado, en no poder recrearme socialmente'). El sentimiento académico general es positivo, aunque con matices de preocupación."
STU_0166,UNI,,,,3.0,,,3.0,,5.0,,3.0,3.0,2.0,,3.0,3.0,4.0,3.0,4.0,3.0,2.0,,4.0,4,4,3,4,2,3,3,2,3,4,Sí,En un Curso,No,medio,3,3,3,3,3,3,3,3,3,3,3,3,,referencias oficiales,las paginas web,ha mejorado,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,Sin respuesta.,False,3.1666666666666665,3.25,3.2,3.2083333333333335,1,3,3,3,3,3,3,3,3,3,3,3,3,3.0,3.0,4.0,0.5,0.6,"Confianza en fuentes, Navegación web, Mejora percibida","El estudiante muestra una coherencia moderada, con scores cuantitativos en un rango medio (3.16-3.25) que sugieren un nivel de competencia básico-intermedio. Las respuestas cualitativas, aunque escasas, se alinean con esta idea, mencionando ""referencias oficiales"" y ""las paginas web"" como elementos importantes, e indicando que ""ha mejorado"", lo que sugiere una auto-percepción de progreso. La falta de respuestas en la mayoría de las preguntas abiertas, sin embargo, limita la profundidad del análisis y mantiene el índice de coherencia en un punto intermedio, sin una contradicción clara pero tampoco con una alineación perfecta entre lo que se preguntó y lo que se respondió."
STU_0167,UNI,,,,,4.0,,3.0,4.0,2.0,,4.0,3.0,4.0,,4.0,,,,4.0,4.0,,4.0,,5,4,5,5,5,3,4,2,4,4,No,Nunca,No,bajo,5,5,5,5,5,4,5,4,4,4,5,4,,no lo se,no tengo buena concentracion,si porque en virtual no presto atencion y usualmente no entro a clases,no nada virtual,mala,quizas la velocidad dle internet,no se,"no se, nada virtual es de mi gusto",mala,solo,si porque es mas aburrido,si,False,3.4285714285714284,4.0,4.1,3.857142857142857,1,5,5,5,5,5,4,5,4,4,4,5,4,3.5,4.375,3.0,0.1,0.4,"Desmotivación virtual, Dificultad de concentración, Rechazo a la modalidad virtual","El estudiante muestra una coherencia baja con las puntuaciones cuantitativas. Si bien los scores técnicos y participativos son relativamente altos (lo que podría sugerir competencia o interés en la participación), las respuestas cualitativas revelan una fuerte desmotivación y desinterés general hacia el aprendizaje virtual, lo que contradice las puntuaciones más altas. La dificultad de concentración y el rechazo explícito a la modalidad virtual (BC3, BC4, BT4, BP3) sugieren que los scores cuantitativos, especialmente el técnico y participativo, podrían no reflejar su verdadera experiencia o compromiso en un contexto virtual. El sentimiento académico es muy bajo, lo que refuerza la desconexión entre las métricas y las opiniones expresadas."
STU_0168,UNI,,,,,4.0,,4.0,,3.0,4.0,,4.0,2.0,2.0,3.0,3.0,2.0,,,4.0,3.0,3.0,4.0,2,3,4,4,5,5,5,4,4,5,Sí,Nunca,No,bajo,5,5,5,5,4,5,5,5,5,5,5,5,,no lo se,sip,no nada virtual,mala,laptop,con calma,"si, no son tan buenos",bastante bien,buena,si a veces no entiendo,si porque son buenos,bastante pero lo llevo,False,3.5,3.0,4.1,3.5833333333333335,1,5,5,5,5,4,5,5,5,5,5,5,5,4.0,4.875,5.0,0.4,0.6,"Acceso a tecnología, Comprensión de medios digitales, Participación en línea","El estudiante muestra un sentimiento académico moderadamente positivo, inclinándose hacia lo ambivalente. Si bien sus puntuaciones en 'Participativo' son altas (4.1), las respuestas cualitativas revelan dudas y dificultades. Por ejemplo, la respuesta 'no lo se' en BC1 y 'si a veces no entiendo' en BP2 contrastan con su alta participación. Sin embargo, el 'sip' en BC2 y la mención de 'laptop' en BT1 sugieren un cierto nivel de familiaridad. La puntuación de Riesgo ALTO coincide con estas ambivalencias. El índice de coherencia es moderado (0.6) porque hay indicios de que intenta participar y tiene acceso a tecnología, pero la falta de confianza y comprensión profunda genera inconsistencias entre sus puntuaciones numéricas y sus expresiones abiertas."
STU_0169,UNI,,,,4.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,,,4.0,4.0,3.0,4.0,4.0,4.0,3,4,4,4,3,4,2,2,3,3,No,Nunca,No,medio,3,2,2,2,3,3,4,4,4,3,4,3,,me baso en la alerta del sistema,a veces no encontraba libros para verificar la informacion,si me impulsa en continuar en mis cursos,cuando me dispongo a estudiar para mis examenes,me es muy util y siempre me ha beneficiado,si a veces s eme iba el internet,no,mas instrucciones,muy buenos,no,"si, no me senti tan sola",a impactado positivamente,False,3.4,3.875,3.2,3.4642857142857144,0,3,2,2,2,3,3,4,4,4,3,4,3,1.875,3.5,1.5,0.7,0.6,"Acceso a la información, Apoyo académico, Fluctuaciones tecnológicas","El estudiante muestra un sentimiento académico mayormente positivo, con una puntuación de 0.7, evidenciado en respuestas como 'me es muy util y siempre me ha beneficiado' y 'a impactado positivamente'. Las etiquetas temáticas reflejan un enfoque en el acceso a la información (menciona dificultades para encontrar libros para verificar), el apoyo académico (cursos, exámenes, no sentirse solo) y las fluctuaciones tecnológicas (internet inestable, alerta del sistema). La coherencia general se estima en 0.6; si bien los puntajes cuantitativos (especialmente en Técnico) son moderadamente altos, algunas respuestas cualitativas como la dependencia de la 'alerta del sistema' y la dificultad para encontrar fuentes de verificación sugieren áreas de mejora que no se reflejan completamente en los puntajes numéricos. La ambivalencia en la accesibilidad de recursos y la dependencia de herramientas externas matizan la coherencia perfecta."
STU_0170,UNI,,,,,3.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,,4.0,,4.0,3.0,2.0,3.0,,3.0,4.0,2,3,2,2,3,5,3,2,1,2,No,Nunca,No,medio,2,1,1,2,3,2,2,1,2,2,2,3,,Pues lo consultaba con la teoria del profesor,"Pues, muchas dificultades por que aveces la internet me da datos incorrectos para mis trabajos.","Si, las IAs ayudan mucho a aprender",cuando entro a paginas oficiales.,"Buenas, la inteligencia artificial ayuda con el aprendizaje.","Si, cuando se va el internet en plena clase. lo resolvia prestandome datos de otra persona.","si, ayuda mucho que sea virtual, tienes la informacion ala mano.","Mucho, la internet ayuda a entender mejor","los trabajos grupales muy buena, las llamadas ayudan mucho en trabajos,","No, los mensajes con los compañeros ayuda.","Si, en ambientes buenos con amigos, no necesito retirarme","Mucho, el wsp ayuda mucho a conectarse con los demas",False,3.0,3.2857142857142856,2.5,2.8846153846153846,0,2,1,1,2,3,2,2,1,2,2,2,3,1.5,2.125,1.0,0.6,0.65,"Uso de IA para el aprendizaje, Confiabilidad de la información en línea, Colaboración y comunicación digital","El estudiante muestra un sentimiento académico moderadamente positivo, reconociendo los beneficios de la IA y la virtualidad para el aprendizaje, aunque también expresa preocupaciones sobre la confiabilidad de la información en internet.  Sus respuestas cualitativas reflejan una apreciación por las herramientas digitales en trabajos grupales y comunicación. El índice de coherencia es moderado, ya que sus puntuaciones numéricas, especialmente en la dimensión 'Participativo', son más bajas que las de 'Crítico' y 'Técnico', lo que sugiere que, si bien valora las herramientas, su participación activa podría ser un área de mejora. Sin embargo, su discurso general no contradice directamente sus puntuaciones, lo que justifica un índice de coherencia por encima del punto medio."
